Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"CJBAME-00066";"CAJA BANCO MEDIDOR 1098X200X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00067";"CAJA BANCO MEDIDOR 1530X200X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00068";"CAJA BANCO MEDIDOR 820X200X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00069";"CAJA BANCO MEDIDOR 1150X350X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00070";"CAJA BANCO MEDIDOR 2030X200X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00071";"CAJA BANCO MEDIDOR 760X200X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00072";"CAJA BANCO MEDIDOR 1170X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00073";"CAJA BANCO MEDIDOR 1250X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00074";"CAJA BANCO MEDIDOR 2290X150X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00075";"CAJA BANCO MEDIDOR 1250X170X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00076";"CAJA BANCO MEDIDOR 550X300X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00077";"CAJA BANCO MEDIDOR 400X300X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00078";"CAJA BANCO MEDIDOR 2090X200X270MM HCO ESP (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00079";"CAJA BANCO MEDIDOR 1330X200X270MM HCO ESP (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00080";"CAJA BANCO MEDIDOR 800X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00081";"CAJA BANCO MEDIDOR 1210X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00082";"CAJA BANCO MEDIDOR 1420X260X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00083";"CAJA BANCO MEDIDOR 340X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00084";"CAJA BANCO MEDIDOR 1910X350X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00085";"CAJA BANCO MEDIDOR 1000X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00086";"CAJA BANCO MEDIDOR 2060X300X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00087";"CAJA BANCO MEDIDOR 570X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00088";"CAJA BANCO MEDIDOR 2150X400X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00089";"CAJA BANCO MEDIDOR 1420X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00090";"CAJA BANCO MEDIDOR 570X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00091";"CAJA BANCO MEDIDOR 1710X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00092";"CAJA BANCO MEDIDOR 380X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00093";"CAJA BANCO MEDIDOR 1810X350X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00094";"CAJA BANCO MEDIDOR 1600X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00095";"CAJA BANCO MEDIDOR 2002X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00096";"CAJA BANCO MEDIDOR 1890X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00097";"CAJA BANCO MEDIDOR 1250X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00098";"CAJA BANCO MEDIDOR 1930X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00099";"CAJA BANCO MEDIDOR 1650X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00100";"CAJA BANCO MEDIDOR 2001X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00101";"CAJA BANCO MEDIDOR 1490X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00102";"CAJA BANCO MEDIDOR 350X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00103";"CAJA BANCO MEDIDOR 1230X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00104";"CAJA BANCO MEDIDOR 320X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00105";"CAJA BANCO MEDIDOR 2450X250X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00106";"CAJA BANCO MEDIDOR 4280X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00107";"CAJA BANCO MEDIDOR 1060X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00108";"CAJA BANCO MEDIDOR 3740X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00109";"CAJA BANCO MEDIDOR 1120X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00110";"CAJA BANCO MEDIDOR 2120X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00111";"CAJA BANCO MEDIDOR 1170X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00112";"CAJA BANCO MEDIDOR 6160X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00113";"CAJA BANCO MEDIDOR 1300X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00114";"CAJA BANCO MEDIDOR 1250X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00115";"CAJA BANCO MEDIDOR 940X200X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00116";"CAJA BANCO MEDIDOR 1400X400X210MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00117";"CAJA BANCO MEDIDOR 1030X200X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00118";"CAJA BANCO MEDIDOR 1180X200X210MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00119";"CAJA BANCO MEDIDOR 1100X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00120";"CAJA BANCO MEDIDOR 2200X250X200MM  CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00121";"CAJA BANCO MEDIDOR 1940X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00122";"CAJA BANCO MEDIDOR 800X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00123";"CAJA BANCO MEDIDOR 600X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00124";"CAJA BANCO MEDIDOR 1900X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00125";"CAJA BANCO MEDIDOR 1950X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00126";"CAJA BANCO MEDIDOR 1760X150X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00127";"CAJA BANCO MEDIDOR 1150X100X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00128";"CAJA BANCO MEDIDOR 1360X120X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00129";"CAJA BANCO MEDIDOR 1120X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00130";"CAJA BANCO MEDIDOR 1790X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00131";"CAJA BANCO MEDIDOR 1710X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00132";"CAJA BANCO MEDIDOR 1400X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00133";"CAJA BANCO MEDIDOR 1170X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00134";"CAJA BANCO MEDIDOR 1150X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00135";"CAJA BANCO MEDIDOR 2000X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00136";"CAJA BANCO MEDIDOR 550X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00137";"BANCO DE MEDIDORES 1120X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00138";"BANCO DE MEDIDORES 1470X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00139";"BANCO DE MEDIDORES 1530X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00140";"BANCO DE MEDIDORES 1740X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00141";"BANCO DE MEDIDORES 2380X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00142";"BANCO DE MEDIDORES 2180X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00143";"BANCO DE MEDIDORES 2100X150X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00144";"BANCO DE MEDIDORES 800X180X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00145";"BANCO DE MEDIDORES 890X200X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00146";"BANCO DE MEDIDORES 920X200X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00147";"BANCO DE MEDIDORES 1400X330X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00148";"BANCO DE MEDIDORES 1470X330X200MM CIEGA(F°G°1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00149";"BANCO DE MEDIDORES 1000X200X245MM CIEGA (F°G°1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00150";"CAJA BANCO MEDIDOR 1300X250X250MM CIEGA (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00151";"CAJA BANCO MEDIDOR 1750X180X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00152";"CAJA BANCO MEDIDOR 2280X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00153";"CAJA BANCO MEDIDOR 1980X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00154";"CAJA BANCO MEDIDOR 2520X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00155";"CAJA BANCO MEDIDOR 910X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00156";"CAJA BANCO MEDIDOR 730X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00157";"CAJA BANCO MEDIDOR 1080X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00158";"CAJA BANCO MEDIDOR 2000X500X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00159";"CAJA BANCO MEDIDOR 1930X400X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00160";"CAJA BANCO MEDIDOR 1670X250X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00161";"CAJA BANCO MEDIDOR 1080X250X200MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00162";"CAJA BANCO MEDIDOR 1200X200X200MM CIEGA (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00163";"CAJA BANCO MEDIDOR  4800X200X250MM CIEGA (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00164";"CAJA BANCO MEDIDOR  3440X200X250MM CIEGA (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00165";"CAJA BANCO MEDIDOR 2700X250X350MM (F.G. 1.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00166";"CAJA BANCO MEDIDOR 2700X250X350MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00167";"CAJA BANCO MEDIDOR 1250X350X200MM CIEGA (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00168";"CAJA BANCO MEDIDOR 2200X300X150MM CIEGA (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00169";"CAJA BANCO MEDIDOR 1500X300X250MM CIEGA (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CLV-00001";"CLAVOS DE ACERO DISPARO PARA DRYWALL DE 1""";;Saldo Anterior;;;;;0;;;;0.00;0
"CMT-00001";"CEMENTO CONDUCTIVO X 25KG THOR CEM";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00001";"CONECTOR EMT 20MM/ 3/4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00002";"CONECTOR EMT 25MM/ 1"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00003";"CONECTOR EMT 35MM/ 1 1/4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00004";"CONECTOR EMT 50MM/ 2"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00005";"CONECTOR EMT 75MM/ 3"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00006";"CONECTOR EMT 100MM/ 4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00007";"CONECTOR EMT 40MM/ 1 1/2"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00008";"CONECTOR EMT 15MM/  1/2"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00010";"CONECTOR HERMETICO 25MM";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00011";"CONECTOR RECTO HUB  20MM  3/4";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00012";"CONECTOR HERMETICO RECTO 25MM/ 1"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00013";"CONECTOR IMC 25MM";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00014";"CONECTOR IMC 20MM";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00015";"CONECTOR IMC 15MM";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00016";"CONECTOR PARA CABLE 35MM TIPO GRAPA";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00017";"CONECTOR HERMETICO RECTO 50MM/ 2"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00018";"CONECTOR HERMETICO CURVO 25MM/ 1"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00019";"CONECTOR HERMETICO CURVO 20MM/ 3/4"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00020";"CONECTOR EMT 65MM/ 2 1/2"" -UL	";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00021";"CONECTOR  RECTO HUB  1-1/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00022";"CONECTOR  RECTO HUB  1/2""";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00023";"CONECTOR RECTO HUB 25MM/  1”";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00024";"CONECTOR RECTO HUB 40MM/ 1 1/2”";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00025";"CONECTOR HERMETICO CURVO 15MM/ 1/2"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00026";"CONECTOR CONDUIT EMT 1 1/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00027";"CONECTOR  RECTO HUB  2""";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00028";"CONECTOR HERMETICO RECTO 15MM/ 1/2"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00029";"CONECTOR HERMETICO RECTO 20MM/ 3/4"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00030";"CONECTOR IMC 100MM/ 4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COC-00031";"CONECTOR HERMETICO RECTO 40MM/ 1  1/2"" LIQUID TIGHT";;Saldo Anterior;;;;;0;;;;0.00;0
"COCSIM-00001";"CONECTOR RECTO SIMPLE EMT 20MM/ 3/4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COCSIM-00002";"CONECTOR RECTO CONDUIT FLEXIBLE EMT 20MM/ 3/4"" -UL";;Saldo Anterior;;;;;0;;;;0.00;0
"COD-00001";"CODO CONDUIT C/TAPA 45º IMC 3/4´´";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00001";"COLGADORES 2” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00002";"COLGADORES 3” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00003";"COLGADORES 4” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00004";"COLGADORES 6” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00005";"COLGADORES 1 1/2” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00006";"COLGADORES  1/2” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00007";"COLGADORES 3/4” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00008";"COLGADORES 1 1/4” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COLG-00009";"COLGADORES 1” TIPO GOTA";;Saldo Anterior;;;;;0;;;;0.00;0
"COT-00001";"CONECTOR TIERRA PARA VARILLA DE 20MM /  3/4""";;Saldo Anterior;;;;;0;;;;0.00;0
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";01/01/2021;Apertura;116;Almacen Central;200;0;200;1;200.00;0.00;200.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";01/01/2021;Apertura;132;Almacen Central;1450;0;1650;1;1450.00;0.00;1650.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";01/01/2021;Apertura;146;Almacen Central;1450;0;3100;1;1450.00;0.00;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";26/07/2021;Guía de remisión - R;84;Almacen Central;0;200;2900;0;0;200;2900.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";26/07/2021;Guía de remisión - R;84;Almacen Punto de Ventas 1;200;0;3100;0;200;0;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";27/07/2021;Guía de remisión - R;103;Almacen Central;0;400;2700;0;0;400;2700.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";27/07/2021;Guía de remisión - R;103;Almacen Punto de Ventas 1;400;0;3100;0;400;0;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";04/08/2021;Guía de remisión - R;104;Almacen Central;0;300;2800;0;0;300;2800.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";04/08/2021;Guía de remisión - R;104;Almacen Punto de Ventas 1;300;0;3100;0;300;0;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";17/08/2021;Guía de remisión - R;105;Almacen Central;0;400;2700;0;0;400;2700.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";17/08/2021;Guía de remisión - R;105;Almacen Punto de Ventas 1;400;0;3100;0;400;0;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";18/08/2021;Guía de remisión - R;106;Almacen Central;0;200;2900;0;0;200;2900.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";18/08/2021;Guía de remisión - R;106;Almacen Punto de Ventas 1;200;0;3100;0;200;0;3100.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";18/08/2021;Guía de remisión - R;255;Almacen Central;0;50;3050;0;0.00;50.00;3050.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";23/08/2021;Guía de remisión - R;109;Almacen Central;0;200;2850;0;0;200;2850.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";23/08/2021;Guía de remisión - R;109;Almacen Punto de Ventas 1;200;0;3050;0;200;0;3050.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";01/09/2021;Ajuste de Salida;8;Almacen Central;0;2;3048;0;0.00;2.00;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";04/09/2021;Guía de remisión - R;116;Almacen Central;0;400;2648;0;0;400;2648.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";04/09/2021;Guía de remisión - R;116;Almacen Punto de Ventas 1;400;0;3048;0;400;0;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";06/09/2021;Guía de remisión - R;117;Almacen Central;0;300;2748;0;0;300;2748.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";06/09/2021;Guía de remisión - R;117;Almacen Punto de Ventas 1;300;0;3048;0;300;0;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";06/09/2021;Guía de remisión - R;118;Almacen Central;0;150;2898;0;0;150;2898.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";06/09/2021;Guía de remisión - R;118;Almacen Punto de Ventas 1;150;0;3048;0;150;0;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";08/09/2021;Guía de remisión - R;120;Almacen Central;0;150;2898;0;0;150;2898.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";08/09/2021;Guía de remisión - R;120;Almacen Punto de Ventas 1;150;0;3048;0;150;0;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";14/09/2021;Guía de remisión - R;124;Almacen Central;0;150;2898;0;0;150;2898.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";14/09/2021;Guía de remisión - R;124;Almacen Punto de Ventas 1;150;0;3048;0;150;0;3048.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";15/09/2021;Ajuste de Entrada;1;Almacen Central;4;0;3052;1;4.00;0.00;3052.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";16/09/2021;Guía de remisión - R;126;Almacen Central;0;100;2952;0;0;100;2952.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";16/09/2021;Guía de remisión - R;126;Almacen Punto de Ventas 1;100;0;3052;0;100;0;3052.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";24/09/2021;Entrada por Producci;38;Almacen Central;500;0;3552;1;500.00;0.00;3552.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";24/09/2021;Entrada por Producci;39;Almacen Central;450;0;4002;1;450.00;0.00;4002.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";24/09/2021;Guía de remisión - R;132;Almacen Central;0;500;3502;0;0;500;3502.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";24/09/2021;Guía de remisión - R;132;Almacen Punto de Ventas 1;500;0;4002;0;500;0;4002.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";01/10/2021;Apertura;148;Almacen Punto de Venta 2;800;0;4802;1;800.00;0.00;4802.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";15/10/2021;Venta Tienda Sin Doc;17;Almacen Punto de Ventas 1;0;2990;1812;0;0.00;2990.00;1812.00;1
"CP-00001";"CAJA DE PASE 100X100X40MM Ø 3/4 (F.G. 0.75)";16/10/2021;Venta Tienda Sin Doc;46;Almacen Punto de Venta 2;0;100;1712;0;0.00;100.00;1712.00;1
