Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/04/2021;Guía de remisión - R;181;Almacen Central;0;110;20690;0;0.00;115.89;21796.71;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/04/2021;Guía de remisión - R;183;Almacen Central;0;260;20430;0;0.00;273.91;21522.80;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/04/2021;Guía de remisión - R;184;Almacen Central;0;340;20090;0;0.00;358.19;21164.61;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/04/2021;Guía de remisión - R;185;Almacen Central;0;2350;17740;0;0.00;2475.74;18688.87;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/04/2021;Guía de remisión - R;186;Almacen Central;0;1650;16090;0;0.00;1738.28;16950.59;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/04/2021;Guía de remisión - R;187;Almacen Central;0;1095;14995;0;0.00;1153.59;15797.00;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";12/05/2021;Guía de remisión - R;199;Almacen Central;0;555;14440;0;0.00;584.70;15212.30;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";12/05/2021;Guía de remisión - R;200;Almacen Central;0;1300;13140;0;0.00;1369.56;13842.74;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";25/05/2021;Guía de remisión - R;207;Almacen Central;0;2200;10940;0;0.00;2317.71;11525.03;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";28/05/2021;Guía de remisión - R;209;Almacen Central;0;1800;9140;0;0.00;1896.31;9628.72;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";31/05/2021;Guía de remisión - R;212;Almacen Central;0;200;8940;0;0.00;210.70;9418.02;1.053505
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";01/06/2021;Apertura;106;Almacen Central;2377;0;11317;1;2377.00;0.00;11795.02;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";02/06/2021;Guía de remisión - R;215;Almacen Central;0;50;11267;0;0.00;52.11;11742.91;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";04/06/2021;Guía de remisión - R;60;Almacen Central;0;3000;8267;0;0;3126.8;8616.11;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";04/06/2021;Guía de remisión - R;60;Almacen Punto de Ventas 1;3000;0;11267;0;3126.8;0;11742.91;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";28/06/2021;Guía de remisión - R;224;Almacen Central;0;217;11050;0;0.00;226.17;11516.74;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/07/2021;Guía de remisión - R;77;Almacen Central;0;3050;8000;0;0;3178.91;8337.83;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/07/2021;Guía de remisión - R;77;Almacen Punto de Ventas 1;3050;0;11050;0;3178.91;0;11516.74;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/07/2021;Guía de remisión - R;83;Almacen Central;0;2450;8600;0;0;2553.55;8963.19;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/07/2021;Guía de remisión - R;83;Almacen Punto de Ventas 1;2450;0;11050;0;2553.55;0;11516.74;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";03/08/2021;Guía de remisión - R;236;Almacen Central;0;21;11029;0;0.00;21.89;11494.85;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/08/2021;Guía de remisión - R;253;Almacen Central;0;150;10879;0;0.00;156.34;11338.51;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";24/08/2021;Guía de remisión - R;257;Almacen Central;0;2350;8529;0;0.00;2449.33;8889.18;1.042266
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";26/08/2021;Entrada por Producci;12;Almacen Central;2436;0;10965;1;2436.00;0.00;11325.18;1.032876
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";27/08/2021;Entrada por Producci;11;Almacen Central;300;0;11265;1;300.00;0.00;11625.18;1.032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";27/08/2021;Guía de remisión - R;261;Almacen Central;0;100;11165;0;0.00;103.20;11521.98;1.032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";27/08/2021;Guía de remisión - R;262;Almacen Central;0;200;10965;0;0.00;206.40;11315.58;1.032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";28/08/2021;Guía de remisión - R;264;Almacen Central;0;1650;9315;0;0.00;1702.80;9612.78;1.032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";09/09/2021;Entrada por Producci;23;Almacen Central;1900;0;11215;1;1900.00;0.00;11512.78;1.026578
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";09/09/2021;Guía de remisión - R;269;Almacen Central;0;2700;8515;0;0.00;2771.76;8741.02;1.026578
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";10/09/2021;Entrada por Producci;25;Almacen Central;1500;0;10015;1;1500.00;0.00;10241.02;1.022597
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";25/09/2021;Guía de remisión - R;277;Almacen Central;0;1500;8515;0;0.00;1533.90;8707.12;1.022597
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";06/10/2021;Entrada por Producci;52;Almacen Central;2049;0;10564;1;2049.00;0.00;10756.12;1.018214
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";13/10/2021;Guía de remisión - R;100003228;Almacen Central;0;2000;8564;0;0.00;2036.43;8719.69;1.018214
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";13/10/2021;Venta Tienda Sin Doc;23;Almacen Punto de Ventas 1;0;8500;64;0;0.00;8654.82;64.87;1.018214
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";14/10/2021;Entrada por Producci;67;Almacen Central;1;0;65;1;1.00;0.00;65.87;1.017933
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/10/2021;Entrada por Producci;74;Almacen Central;1000;0;1065;1;1000.00;0.00;1065.87;1.001094
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/10/2021;Guía de remisión - R;100003229;Almacen Central;0;1000;65;0;0.00;1001.09;64.78;1.001094
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";22/10/2021;Entrada por Producci;80;Almacen Central;2091;0;2156;1;2091.00;0.00;2155.78;1.000032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";05/11/2021;Guía de remisión - R;100003256;Almacen Central;0;50;2106;0;0.00;50.00;2105.78;1.000032
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";18/11/2021;Entrada por Producci;132;Almacen Central;1293;0;3399;1;1293.00;0.00;3398.78;1.000019
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/11/2021;Ajuste de Salida;32;Almacen Central;0;293;3106;0;0.00;293.01;3105.77;1.000019
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/11/2021;Entrada por Producci;133;Almacen Central;70;0;3176;1;70.00;0.00;3175.77;1.000018
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/11/2021;Guía de remisión - R;100003277;Almacen Central;0;2000;1176;0;0.00;2000.04;1175.73;1.000018
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/11/2021;Guía de remisión - R;100003281;Almacen Central;0;1000;176;0;0.00;1000.02;175.71;1.000018
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";19/11/2021;Entrada por Producci;134;Almacen Central;2000;0;2176;1;2000.00;0.00;2175.71;1.000001
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";03/12/2021;Guía de remisión - R;100003300;Almacen Central;0;2176;0;0;0.00;2176.00;-0.29;1.000001
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";20/12/2021;Entrada por Producci;171;Almacen Central;324;0;324;1;324.00;0.00;323.71;1
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";21/12/2021;Entrada por Producci;175;Almacen Central;1430;0;1754;1;1430.00;0.00;1753.71;1
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";21/12/2021;Guía de remisión - R;100003327;Almacen Central;0;324;1430;0;0.00;324.00;1429.71;1
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";22/12/2021;Entrada por Producci;179;Almacen Central;34;0;1464;1;34.00;0.00;1463.71;1
"CERE 002";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.20).";27/12/2021;Guía de remisión - R;100003329;Almacen Central;0;1000;464;0;0.00;1000.00;463.71;1
"CERE 003";"CAJA RECT 100X65X50MM BC 1/2 (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";01/01/2021;Apertura;6;Almacen Central;4043;0;4043;1;4043.00;0.00;4043.00;1
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";02/03/2021;Guía de remisión - R;96;Almacen Central;0;2000;2043;0;0.00;2000.00;2043.00;1
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";02/03/2021;Guía de remisión - R;97;Almacen Central;0;2000;43;0;0.00;2000.00;43.00;1
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";01/09/2021;Salida por Consumo;2;Almacen Central;0;43;0;0;0.00;43.00;0.00;1
"CERE 004";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 0.90).";01/10/2021;Apertura;148;Almacen Punto de Venta 2;5;0;5;1;5.00;0.00;5.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";01/01/2021;Apertura;6;Almacen Central;1077;0;1077;1;1077.00;0.00;1077.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";19/02/2021;Guía de remisión - R;73;Almacen Central;0;49;1028;0;0.00;49.00;1028.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";20/02/2021;Guía de remisión - R;75;Almacen Central;0;200;828;0;0.00;200.00;828.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";27/02/2021;Guía de remisión - R;87;Almacen Central;0;50;778;0;0.00;50.00;778.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";27/02/2021;Guía de remisión - R;88;Almacen Central;0;50;728;0;0.00;50.00;728.00;1
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";01/03/2021;Entrada por Compra -;49;Almacen Central;700;0;1428;2.542373;1780.00;0.00;2508.00;1.75606443
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";01/03/2021;Entrada por Compra -;51;Almacen Central;200;0;1628;2.542373;508.00;0.00;3016.00;1.85265971
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";26/03/2021;Guía de remisión - R;121;Almacen Central;0;800;828;0;0.00;1482.00;1534.00;1.85265971
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";08/04/2021;Guía de remisión - R;168;Almacen Central;0;50;778;0;0.00;92.63;1441.37;1.85265971
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";12/05/2021;Guía de remisión - R;201;Almacen Central;0;277;501;0;0.00;513.19;928.18;1.85265971
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";28/05/2021;Guía de remisión - R;208;Almacen Central;0;263;238;0;0.00;487.25;440.93;1.85265971
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";01/06/2021;Apertura;106;Almacen Central;318;0;556;1;318.00;0.00;758.93;1.364987
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";03/06/2021;Guía de remisión - R;216;Almacen Central;0;200;356;0;0.00;273.00;485.93;1.364987
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";01/09/2021;Ajuste de Salida;8;Almacen Central;0;1;355;0;0.00;1.36;484.57;1.364987
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";16/09/2021;Guía de remisión - R;273;Almacen Central;0;80;275;0;0.00;109.20;375.37;1.364987
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";24/09/2021;Guía de remisión - R;276;Almacen Central;0;100;175;0;0.00;136.50;238.87;1.364987
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";02/10/2021;Entrada por Producci;51;Almacen Central;320;0;495;1;320.00;0.00;558.87;1.129035
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";02/10/2021;Guía de remisión - R;279;Almacen Central;0;320;175;0;0.00;361.29;197.58;1.129035
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";05/10/2021;Entrada por Producci;48;Almacen Central;681;0;856;1;681.00;0.00;878.58;1.02637982
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";05/10/2021;Entrada por Producci;49;Almacen Central;8;0;864;1;8.00;0.00;886.58;1.02613556
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";13/10/2021;Guía de remisión - R;100003220;Almacen Central;0;100;764;0;0.00;102.61;783.97;1.02613556
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";14/10/2021;Entrada por Producci;67;Almacen Central;100;0;864;1;100.00;0.00;883.97;1.02311061
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";22/10/2021;Entrada por Producci;82;Almacen Central;1;0;865;1;1.00;0.00;884.97;1.023083
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";17/12/2021;Guía de remisión - R;216;Almacen Central;0;50;815;0;0;51.15;833.82;1.023083
"CERE 005";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.20).";17/12/2021;Guía de remisión - R;216;Almacen Punto de Ventas 1;50;0;865;0;51.15;0;884.97;1.023083
"CERE 006";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE 006";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.50).";01/06/2021;Apertura;106;Almacen Central;50;0;50;1;50.00;0.00;50.00;1
"CERE 006";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 1.50).";01/09/2021;Salida por Consumo;2;Almacen Central;0;50;0;0;0.00;50.00;0.00;1
"CERE-007";"CAJA RECT 100X60X50MM 1/2 (F.G. 1.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-007";"CAJA RECT 100X60X50MM 1/2 (F.G. 1.00)";22/12/2021;Entrada por Producci;180;Almacen Central;88;0;88;1;88.00;0.00;88.00;1
"CERE-007";"CAJA RECT 100X60X50MM 1/2 (F.G. 1.00)";22/12/2021;Ajuste de Salida;42;Almacen Central;0;2;86;0;0.00;2.00;86.00;1
"CERE-008";"CAJA RECT 100X60X50MM 3/4 (F.G. 1.45)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-009";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-010";"CAJA RECT 100X50X50MM 3/4 (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-011";"CAJA RECT 100X50X75MM 3/4 SCHUKO (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-012";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-013";"CAJA RECT 100X60X50MM BR 1/2 (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-014";"CAJA RECT 100X60X50MM BR 3/4 (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-015";"CAJA RECT 100X60X50MM BC 1/2 (F.G. 1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"CERE-016";"CAJA RECT 100X60X50MM BC 3/4 (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"CH-00001";"CHISPERO IGNICION PISTOLA METALICA CADWELD T-320";;Saldo Anterior;;;;;0;;;;0.00;0
"CHP-00001";"CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"CHPVC";"CAJA DE PASE PVC HERMETICA 200X200X80MM";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00001";"CAJA BANCO MEDIDOR 3990X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00002";"CAJA BANCO MEDIDOR 2960X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00003";"CAJA BANCO MEDIDOR 1740X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00004";"CAJA BANCO MEDIDOR 2030X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00005";"CAJA BANCO MEDIDOR 2150X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00006";"CAJA BANCO MEDIDOR 810X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00007";"CAJA BANCO MEDIDOR 1940X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00008";"CAJA BANCO MEDIDOR 4250X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00009";"CAJA BANCO MEDIDOR 1940X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00010";"CAJA BANCO MEDIDOR 1020X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00011";"CAJA BANCO MEDIDOR 1960X150X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00012";"CAJA BANCO MEDIDOR 2200X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00013";"CAJA BANCO MEDIDOR 1890X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00014";"CAJA BANCO MEDIDOR 1800X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00015";"CAJA BANCO MEDIDOR 2140X200X110MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00016";"CAJA BANCO MEDIDOR 2000X500X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00017";"CAJA BANCO MEDIDOR 2090X450X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00018";"CAJA BANCO MEDIDOR 2090X110X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00019";"CAJA BANCO MEDIDOR 1000X350X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00020";"CAJA BANCO MEDIDOR 1500X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00021";"CAJA BANCO MEDIDOR 2450X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00022";"CAJA BANCO MEDIDOR 1690X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00023";"CAJA BANCO MEDIDOR 1800X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00024";"CAJA BANCO MEDIDOR 1730X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00025";"CAJA BANCO MEDIDOR 1000X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00026";"CAJA BANCO MEDIDOR 1430X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00027";"CAJA BANCO MEDIDOR 1690X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00028";"CAJA BANCO MEDIDOR 1200X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00029";"CAJA BANCO MEDIDOR 2400X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00030";"CAJA BANCO MEDIDOR 1150X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00031";"CAJA BANCO MEDIDOR 1690X150X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00032";"CAJA BANCO MEDIDOR 1800X300X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00033";"CAJA BANCO MEDIDOR 2300X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00034";"CAJA BANCO MEDIDOR 1150X300X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00035";"CAJA BANCO MEDIDOR 370X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00036";"CAJA BANCO MEDIDOR 930X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00037";"CAJA BANCO MEDIDOR 650X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00038";"CAJA BANCO MEDIDOR 400X160X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00039";"CAJA BANCO MEDIDOR 500X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00040";"CAJA BANCO MEDIDOR 500X500X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00041";"CAJA BANCO MEDIDOR 920X150X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00042";"CAJA BANCO MEDIDOR 1100X150X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00043";"CAJA BANCO MEDIDOR 1700X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00044";"CAJA BANCO MEDIDOR 1750X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00045";"CAJA BANCO MEDIDOR 1750X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00046";"CAJA BANCO MEDIDOR 2110X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00047";"CAJA BANCO MEDIDOR 2360X150X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00048";"CAJA BANCO MEDIDOR 850X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00049";"CAJA BANCO MEDIDOR 1370X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00050";"CAJA BANCO MEDIDOR 1820X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00051";"CAJA BANCO MEDIDOR 1020X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00052";"CAJA BANCO MEDIDOR 950X200X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00053";"CAJA BANCO MEDIDOR 1140X200X270MM HCO ESP (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00054";"CAJA BANCO MEDIDOR 700X200X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00055";"CAJA BANCO MEDIDOR 760X200X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00056";"CAJA BANCO MEDIDOR 570X200X270MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00057";"CAJA BANCO MEDIDOR 1480X250X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00058";"CAJA BANCO MEDIDOR 820X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00059";"CAJA BANCO MEDIDOR 1400X140X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00060";"CAJA BANCO MEDIDOR 1620X180X250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00061";"CAJA BANCO MEDIDOR 2550X250X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00062";"CAJA BANCO MEDIDOR 2000X200X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00063";"CAJA BANCO MEDIDOR 650X200X200MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00064";"CAJA BANCO MEDIDOR 732X200X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"CJBAME-00065";"CAJA BANCO MEDIDOR 1647X200X210MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
