Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;16/02/2023;Ajuste de Salida;8.0;Almacen Punto de Ventas 1;0.0;27.0;30.0;0.0;0.0;160.17;263.2;5.93228
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;21/02/2023;Salida por Consumo;700001419.0;Almacen Punto de Ventas 1;0.0;30.0;0.0;0.0;0.0;177.97;85.23;5.93228
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;27/02/2023;Entrada por Compra -;37.0;Almacen Punto de Ventas 1;50.0;0.0;50.0;5.932203;296.61;0.0;381.84;5.9322
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;27/02/2023;Salida por Consumo;700001450.0;Almacen Punto de Ventas 1;0.0;50.0;0.0;0.0;0.0;296.61;85.23;5.9322
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/03/2023;Entrada por Producci;148.0;Almacen Central;150.0;0.0;150.0;1.0;150.0;0.0;235.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/03/2023;Guía de remisión - R;100004199.0;Almacen Central;0.0;150.0;0.0;0.0;0.0;150.0;85.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/03/2023;Guía de remisión - R;100004199.0;Almacen Punto de Ventas 1;150.0;0.0;150.0;0.0;150.0;0.0;235.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/03/2023;Entrada por Producci;152.0;Almacen Central;82.0;0.0;232.0;1.0;82.0;0.0;317.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/03/2023;Guía de remisión - R;100004204.0;Almacen Central;0.0;82.0;150.0;0.0;0.0;82.0;235.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/03/2023;Guía de remisión - R;100004204.0;Almacen Punto de Ventas 1;82.0;0.0;232.0;0.0;82.0;0.0;317.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/03/2023;Venta Tienda Sin Doc;117.0;Almacen Punto de Ventas 1;0.0;12.0;220.0;0.0;0.0;12.0;305.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;16/03/2023;Venta Tienda Sin Doc;119.0;Almacen Punto de Ventas 1;0.0;10.0;210.0;0.0;0.0;10.0;295.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/03/2023;Venta Tienda Sin Doc;144.0;Almacen Punto de Ventas 1;0.0;10.0;200.0;0.0;0.0;10.0;285.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;28/03/2023;Venta Tienda Sin Doc;168.0;Almacen Punto de Ventas 1;0.0;1.0;199.0;0.0;0.0;1.0;284.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;29/03/2023;Venta Tienda Sin Doc;176.0;Almacen Punto de Ventas 1;0.0;6.0;193.0;0.0;0.0;6.0;278.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;30/03/2023;Venta Tienda Sin Doc;183.0;Almacen Punto de Ventas 1;0.0;12.0;181.0;0.0;0.0;12.0;266.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;30/03/2023;Venta Tienda Sin Doc;185.0;Almacen Punto de Ventas 1;0.0;10.0;171.0;0.0;0.0;10.0;256.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/04/2023;Venta Tienda Sin Doc;223.0;Almacen Punto de Ventas 1;0.0;2.0;169.0;0.0;0.0;2.0;254.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;11/04/2023;Venta Tienda Sin Doc;245.0;Almacen Punto de Ventas 1;0.0;40.0;129.0;0.0;0.0;40.0;214.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/04/2023;Venta Tienda Sin Doc;263.0;Almacen Punto de Ventas 1;0.0;5.0;124.0;0.0;0.0;5.0;209.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/04/2023;Venta Tienda Sin Doc;265.0;Almacen Punto de Ventas 1;0.0;18.0;106.0;0.0;0.0;18.0;191.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/04/2023;Venta Tienda Sin Doc;271.0;Almacen Punto de Ventas 1;0.0;20.0;86.0;0.0;0.0;20.0;171.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;17/04/2023;Venta Tienda Sin Doc;279.0;Almacen Punto de Ventas 1;0.0;5.0;81.0;0.0;0.0;5.0;166.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/04/2023;Entrada por Producci;221.0;Almacen Central;300.0;0.0;381.0;1.0;300.0;0.0;466.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/04/2023;Guía de remisión - R;100004289.0;Almacen Central;0.0;300.0;81.0;0.0;0.0;300.0;166.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/04/2023;Guía de remisión - R;100004289.0;Almacen Punto de Ventas 1;300.0;0.0;381.0;0.0;300.0;0.0;466.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;21/04/2023;Entrada por Producci;224.0;Almacen Central;65.0;0.0;446.0;1.0;65.0;0.0;531.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/04/2023;Venta Tienda Sin Doc;297.0;Almacen Punto de Ventas 1;0.0;5.0;441.0;0.0;0.0;5.0;526.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;24/04/2023;Salida por Consumo;700001504.0;Almacen Punto de Ventas 1;0.0;10.0;431.0;0.0;0.0;10.0;516.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;24/04/2023;Guía de remisión - R;100004293.0;Almacen Central;0.0;65.0;366.0;0.0;0.0;65.0;451.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;24/04/2023;Guía de remisión - R;100004293.0;Almacen Punto de Ventas 1;65.0;0.0;431.0;0.0;65.0;0.0;516.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/05/2023;Salida por Consumo;700001593.0;Almacen Punto de Ventas 1;0.0;5.0;426.0;0.0;0.0;5.0;511.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;09/05/2023;Salida por Consumo;700001612.0;Almacen Punto de Ventas 1;0.0;3.0;423.0;0.0;0.0;3.0;508.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;09/05/2023;Salida por Consumo;700001613.0;Almacen Punto de Ventas 1;0.0;1.0;422.0;0.0;0.0;1.0;507.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/05/2023;Salida por Consumo;700001625.0;Almacen Punto de Ventas 1;0.0;15.0;407.0;0.0;0.0;15.0;492.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/05/2023;Salida por Consumo;700001626.0;Almacen Punto de Ventas 1;0.0;10.0;397.0;0.0;0.0;10.0;482.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;16/05/2023;Venta Tienda Sin Doc;332.0;Almacen Punto de Ventas 1;0.0;10.0;387.0;0.0;0.0;10.0;472.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;17/05/2023;Venta Tienda Sin Doc;336.0;Almacen Punto de Ventas 1;0.0;4.0;383.0;0.0;0.0;4.0;468.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/05/2023;Salida por Consumo;700001683.0;Almacen Punto de Ventas 1;0.0;4.0;379.0;0.0;0.0;4.0;464.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/05/2023;Venta Tienda Sin Doc;343.0;Almacen Punto de Ventas 1;0.0;1.0;378.0;0.0;0.0;1.0;463.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/05/2023;Salida por Consumo;700001701.0;Almacen Punto de Ventas 1;0.0;6.0;372.0;0.0;0.0;6.0;457.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/05/2023;Venta Tienda Sin Doc;352.0;Almacen Punto de Ventas 1;0.0;1.0;371.0;0.0;0.0;1.0;456.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;26/05/2023;Salida por Consumo;700001729.0;Almacen Punto de Ventas 1;0.0;4.0;367.0;0.0;0.0;4.0;452.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;26/05/2023;Salida por Consumo;700001732.0;Almacen Punto de Ventas 1;0.0;10.0;357.0;0.0;0.0;10.0;442.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/06/2023;Salida por Consumo;700001796.0;Almacen Punto de Ventas 1;0.0;5.0;352.0;0.0;0.0;5.0;437.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/06/2023;Venta Tienda Sin Doc;379.0;Almacen Punto de Ventas 1;0.0;12.0;340.0;0.0;0.0;12.0;425.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;06/06/2023;Venta Tienda Sin Doc;381.0;Almacen Punto de Ventas 1;0.0;40.0;300.0;0.0;0.0;40.0;385.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;07/06/2023;Venta Tienda Sin Doc;387.0;Almacen Punto de Ventas 1;0.0;1.0;299.0;0.0;0.0;1.0;384.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/06/2023;Venta Tienda Sin Doc;394.0;Almacen Punto de Ventas 1;0.0;5.0;294.0;0.0;0.0;5.0;379.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/06/2023;Salida por Consumo;700001845.0;Almacen Punto de Ventas 1;0.0;40.0;254.0;0.0;0.0;40.0;339.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/06/2023;Salida por Consumo;700001853.0;Almacen Punto de Ventas 1;0.0;10.0;244.0;0.0;0.0;10.0;329.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/06/2023;Venta Tienda Sin Doc;416.0;Almacen Punto de Ventas 1;0.0;10.0;234.0;0.0;0.0;10.0;319.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/06/2023;Salida por Consumo;700001877.0;Almacen Punto de Ventas 1;0.0;6.0;228.0;0.0;0.0;6.0;313.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;21/06/2023;Salida por Consumo;700001892.0;Almacen Punto de Ventas 1;0.0;12.0;216.0;0.0;0.0;12.0;301.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;27/06/2023;Salida por Consumo;700001931.0;Almacen Punto de Ventas 1;0.0;40.0;176.0;0.0;0.0;40.0;261.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;27/06/2023;Salida por Consumo;700001932.0;Almacen Punto de Ventas 1;0.0;3.0;173.0;0.0;0.0;3.0;258.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/07/2023;Salida por Consumo;700002005.0;Almacen Punto de Ventas 1;0.0;16.0;157.0;0.0;0.0;16.0;242.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;11/07/2023;Salida por Consumo;700002016.0;Almacen Punto de Ventas 1;0.0;3.0;154.0;0.0;0.0;3.0;239.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;12/07/2023;Entrada por Producci;377.0;Almacen Central;240.0;0.0;394.0;1.0;240.0;0.0;479.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;12/07/2023;Venta Tienda Sin Doc;464.0;Almacen Punto de Ventas 1;0.0;1.0;393.0;0.0;0.0;1.0;478.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/07/2023;Salida por Consumo;700002028.0;Almacen Punto de Ventas 1;0.0;20.0;373.0;0.0;0.0;20.0;458.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/07/2023;Salida por Consumo;700002053.0;Almacen Punto de Ventas 1;0.0;2.0;371.0;0.0;0.0;2.0;456.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/07/2023;Venta Tienda Sin Doc;475.0;Almacen Punto de Ventas 1;0.0;6.0;365.0;0.0;0.0;6.0;450.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/07/2023;Salida por Consumo;700002056.0;Almacen Punto de Ventas 1;0.0;5.0;360.0;0.0;0.0;5.0;445.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/07/2023;Salida por Consumo;700002057.0;Almacen Punto de Ventas 1;0.0;40.0;320.0;0.0;0.0;40.0;405.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/07/2023;Salida por Consumo;700002071.0;Almacen Punto de Ventas 1;0.0;9.0;311.0;0.0;0.0;9.0;396.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/07/2023;Salida por Consumo;700002081.0;Almacen Punto de Ventas 1;0.0;10.0;301.0;0.0;0.0;10.0;386.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;21/07/2023;GUIA ELECTRONICA-REM;100000186.0;Almacen Central;0.0;100.0;201.0;0.0;0.0;100.0;286.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;21/07/2023;GUIA ELECTRONICA-REM;100000186.0;Almacen Punto de Ventas 1;100.0;0.0;301.0;0.0;100.0;0.0;386.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;04/08/2023;Salida por Consumo;700002180.0;Almacen Punto de Ventas 1;0.0;4.0;297.0;0.0;0.0;4.0;382.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/08/2023;GUIA ELECTRONICA-REM;100000226.0;Almacen Central;0.0;140.0;157.0;0.0;0.0;140.0;242.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/08/2023;GUIA ELECTRONICA-REM;100000226.0;Almacen Punto de Ventas 1;140.0;0.0;297.0;0.0;140.0;0.0;382.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/08/2023;Salida por Consumo;700002200.0;Almacen Punto de Ventas 1;0.0;10.0;287.0;0.0;0.0;10.0;372.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/08/2023;Salida por Consumo;700002211.0;Almacen Punto de Ventas 1;0.0;2.0;285.0;0.0;0.0;2.0;370.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/08/2023;Salida por Consumo;700002256.0;Almacen Punto de Ventas 1;0.0;2.0;283.0;0.0;0.0;2.0;368.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/08/2023;Salida por Consumo;700002292.0;Almacen Punto de Ventas 1;0.0;4.0;279.0;0.0;0.0;4.0;364.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/08/2023;Salida por Consumo;700002299.0;Almacen Punto de Ventas 1;0.0;8.0;271.0;0.0;0.0;8.0;356.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/08/2023;Salida por Consumo;700002330.0;Almacen Punto de Ventas 1;0.0;25.0;246.0;0.0;0.0;25.0;331.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;22/08/2023;Salida por Consumo;700002331.0;Almacen Punto de Ventas 1;0.0;8.0;238.0;0.0;0.0;8.0;323.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;24/08/2023;Salida por Consumo;700002346.0;Almacen Punto de Ventas 1;0.0;30.0;208.0;0.0;0.0;30.0;293.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;25/08/2023;Salida por Consumo;700002355.0;Almacen Punto de Ventas 1;0.0;5.0;203.0;0.0;0.0;5.0;288.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;04/09/2023;Salida por Consumo;700002420.0;Almacen Punto de Ventas 1;0.0;6.0;197.0;0.0;0.0;6.0;282.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/09/2023;Salida por Consumo;700002430.0;Almacen Punto de Ventas 1;0.0;10.0;187.0;0.0;0.0;10.0;272.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;08/09/2023;Venta Tienda Sin Doc;557.0;Almacen Punto de Ventas 1;0.0;4.0;183.0;0.0;0.0;4.0;268.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/09/2023;Salida por Consumo;700002498.0;Almacen Punto de Ventas 1;0.0;60.0;123.0;0.0;0.0;60.0;208.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/09/2023;Salida por Consumo;700002521.0;Almacen Punto de Ventas 1;0.0;6.0;117.0;0.0;0.0;6.0;202.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/09/2023;Salida por Consumo;700002536.0;Almacen Punto de Ventas 1;0.0;1.0;116.0;0.0;0.0;1.0;201.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/09/2023;Venta Tienda Sin Doc;578.0;Almacen Punto de Ventas 1;0.0;4.0;112.0;0.0;0.0;4.0;197.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;28/09/2023;Salida por Consumo;700002619.0;Almacen Punto de Ventas 1;0.0;5.0;107.0;0.0;0.0;5.0;192.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;28/09/2023;Salida por Consumo;700002627.0;Almacen Punto de Ventas 1;0.0;2.0;105.0;0.0;0.0;2.0;190.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;04/10/2023;Salida por Consumo;700002681.0;Almacen Punto de Ventas 1;0.0;8.0;97.0;0.0;0.0;8.0;182.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/10/2023;Salida por Consumo;700002687.0;Almacen Punto de Ventas 1;0.0;2.0;95.0;0.0;0.0;2.0;180.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;05/10/2023;Salida por Consumo;700002690.0;Almacen Punto de Ventas 1;0.0;11.0;84.0;0.0;0.0;11.0;169.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/10/2023;Salida por Consumo;700002727.0;Almacen Punto de Ventas 1;0.0;1.0;83.0;0.0;0.0;1.0;168.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;11/10/2023;Salida por Consumo;700002741.0;Almacen Punto de Ventas 1;0.0;5.0;78.0;0.0;0.0;5.0;163.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;19/10/2023;Salida por Consumo;700002814.0;Almacen Punto de Ventas 1;0.0;12.0;66.0;0.0;0.0;12.0;151.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/10/2023;Salida por Consumo;700002832.0;Almacen Punto de Ventas 1;0.0;1.0;65.0;0.0;0.0;1.0;150.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/10/2023;Salida por Consumo;700002834.0;Almacen Punto de Ventas 1;0.0;6.0;59.0;0.0;0.0;6.0;144.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;23/10/2023;Salida por Consumo;700002851.0;Almacen Punto de Ventas 1;0.0;20.0;39.0;0.0;0.0;20.0;124.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;25/10/2023;Salida por Consumo;700002876.0;Almacen Punto de Ventas 1;0.0;15.0;24.0;0.0;0.0;15.0;109.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;25/10/2023;Salida por Consumo;700002881.0;Almacen Punto de Ventas 1;0.0;3.0;21.0;0.0;0.0;3.0;106.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;26/10/2023;Salida por Consumo;700002893.0;Almacen Punto de Ventas 1;0.0;8.0;13.0;0.0;0.0;8.0;98.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;30/10/2023;Salida por Consumo;700002918.0;Almacen Punto de Ventas 1;0.0;2.0;11.0;0.0;0.0;2.0;96.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;07/11/2023;Salida por Consumo;700002987.0;Almacen Punto de Ventas 1;0.0;10.0;1.0;0.0;0.0;10.0;86.23;1.0
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;07/11/2023;Entrada por Compra -;338.0;Almacen Punto de Ventas 1;5.0;0.0;6.0;5.423728;27.12;0.0;113.35;4.686666
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;09/11/2023;Entrada por Compra -;334.0;Almacen Punto de Ventas 1;25.0;0.0;31.0;6.4;160.0;0.0;273.35;6.068386
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;09/11/2023;Venta Tienda Sin Doc;675.0;Almacen Punto de Ventas 1;0.0;6.0;25.0;0.0;0.0;36.41;236.94;6.068386
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;09/11/2023;Salida por Consumo;700003014.0;Almacen Punto de Ventas 1;0.0;2.0;23.0;0.0;0.0;12.14;224.8;6.068386
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/11/2023;Salida por Consumo;700003017.0;Almacen Punto de Ventas 1;0.0;2.0;21.0;0.0;0.0;12.14;212.66;6.068386
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/11/2023;Salida por Consumo;700003018.0;Almacen Punto de Ventas 1;0.0;2.0;19.0;0.0;0.0;12.14;200.52;6.068386
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/11/2023;Entrada por Compra -;335.0;Almacen Punto de Ventas 1;140.0;0.0;159.0;5.338983;747.46;0.0;947.98;5.426159
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/11/2023;Entrada por Compra -;336.0;Almacen Punto de Ventas 1;6.0;0.0;165.0;5.423728;32.54;0.0;980.52;5.426056
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;10/11/2023;Salida por Consumo;700003028.0;Almacen Punto de Ventas 1;0.0;160.0;5.0;0.0;0.0;868.17;112.35;5.426056
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;11/11/2023;Entrada por Compra -;339.0;Almacen Punto de Ventas 1;10.0;0.0;15.0;5.423728;54.24;0.0;166.59;5.424685
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;13/11/2023;Salida por Consumo;700003051.0;Almacen Punto de Ventas 1;0.0;3.0;12.0;0.0;0.0;16.27;150.32;5.424685
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;Entrada por Producci;619.0;Almacen Central;100.0;0.0;112.0;1.0;100.0;0.0;250.32;1.47407339
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;GUIA ELECTRONICA-REM;100000424.0;Almacen Central;0.0;100.0;12.0;0.0;0.0;147.41;102.91;1.47407339
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;GUIA ELECTRONICA-REM;100000424.0;Almacen Punto de Ventas 1;100.0;0.0;112.0;0.0;147.41;0.0;250.32;1.47407339
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;Salida por Consumo;700003057.0;Almacen Punto de Ventas 1;0.0;4.0;108.0;0.0;0.0;5.9;244.42;1.47407339
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;Salida por Consumo;700003058.0;Almacen Punto de Ventas 1;0.0;10.0;98.0;0.0;0.0;14.74;229.68;1.47407339
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;14/11/2023;Entrada por Compra -;342.0;Almacen Punto de Ventas 1;10.0;0.0;108.0;5.423728;54.24;0.0;283.92;1.839807
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/11/2023;Entrada por Producci;624.0;Almacen Central;100.0;0.0;208.0;1.0;100.0;0.0;383.92;1.436053
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/11/2023;GUIA ELECTRONICA-REM;100000429.0;Almacen Central;0.0;100.0;108.0;0.0;0.0;143.61;240.31;1.436053
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/11/2023;GUIA ELECTRONICA-REM;100000429.0;Almacen Punto de Ventas 1;100.0;0.0;208.0;0.0;143.61;0.0;383.92;1.436053
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;15/11/2023;Venta Tienda Sin Doc;686.0;Almacen Punto de Ventas 1;0.0;1.0;207.0;0.0;0.0;1.44;382.48;1.436053
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;16/11/2023;Salida por Consumo;700003083.0;Almacen Punto de Ventas 1;0.0;20.0;187.0;0.0;0.0;28.72;353.76;1.436053
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/11/2023;Entrada por Producci;628.0;Almacen Central;66.0;0.0;253.0;1.0;66.0;0.0;419.76;1.3223
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/11/2023;GUIA ELECTRONICA-REM;100000435.0;Almacen Central;0.0;66.0;187.0;0.0;0.0;87.27;332.49;1.3223
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;18/11/2023;GUIA ELECTRONICA-REM;100000435.0;Almacen Punto de Ventas 1;66.0;0.0;253.0;0.0;87.27;0.0;419.76;1.3223
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/11/2023;Entrada por Producci;629.0;Almacen Central;100.0;0.0;353.0;1.0;100.0;0.0;519.76;1.230996
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/11/2023;GUIA ELECTRONICA-REM;100000437.0;Almacen Central;0.0;100.0;253.0;0.0;0.0;123.1;396.66;1.230996
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/11/2023;GUIA ELECTRONICA-REM;100000437.0;Almacen Punto de Ventas 1;100.0;0.0;353.0;0.0;123.1;0.0;519.76;1.230996
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/11/2023;Entrada por Producci;633.0;Almacen Central;2.0;0.0;355.0;1.0;2.0;0.0;521.76;1.229694
CP-00024;CAJA DE PASE 150X150X100MM (F. G. 0.75).;20/11/2023;GUIA ELECTRONICA-REM;100000439.0;Almacen Central;0.0;2.0;353.0;0.0;0.0;2.46;519.3;1.229694
