Código;Año;Semana;Fecha;Salida;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Empresa_Modo;Canal_Modo;Punto_Modo;Mes;Trimestre;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_4;MA_8;MA_13
CER 001;2023;20;2023-05-15;2522.0;229.27272727272728;381.0535634025985;10.0;1300.0;DRAGON;Presencial;Sector A;5;2;3225.0;1065.0;3517.0;1697.0;4099.0;2145.0;2376.0;2172.5;2310.4615384615386
CER 001;2023;21;2023-05-22;7611.0;475.6875;558.2498507239687;1.0;1500.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;5;2;2522.0;3225.0;1065.0;3517.0;1815.0;2873.5;2582.25;2365.25;2189.153846153846
CER 001;2023;22;2023-05-29;6851.0;428.1875;485.04215882058475;1.0;1500.0;ELCONSI;Online;Sector B;5;2;7611.0;2522.0;3225.0;1065.0;3815.0;5066.5;3605.75;3075.75;2635.0
CER 001;2023;23;2023-06-05;1073.0;107.3;162.47259597988963;4.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;6;2;6851.0;7611.0;2522.0;3225.0;1531.0;7231.0;5052.25;3581.375;2868.5384615384614
CER 001;2023;24;2023-06-12;1671.0;185.66666666666666;192.80819484658838;6.0;500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;6;2;1073.0;6851.0;7611.0;2522.0;1396.0;3962.0;4514.25;3445.125;2833.3076923076924
CER 001;2023;25;2023-06-19;4275.0;388.6363636363636;489.5614920982394;25.0;1500.0;ELCONSI;Online;Sector B;6;2;1671.0;1073.0;6851.0;7611.0;980.0;1372.0;4301.5;3441.875;2854.4615384615386
CER 001;2023;26;2023-06-26;2277.0;325.2857142857143;462.3010254101088;5.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;6;2;4275.0;1671.0;1073.0;6851.0;1927.0;2973.0;3467.5;3536.625;3107.923076923077
CER 001;2023;27;2023-07-03;8650.0;617.8571428571429;718.8685401531895;50.0;2000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;2277.0;4275.0;1671.0;1073.0;2806.0;3276.0;2324.0;3688.125;3134.846153846154
CER 001;2023;28;2023-07-10;3954.0;247.125;376.2112660017861;1.0;1300.0;SETECOM AIR;Presencial;Sector A;7;3;8650.0;2277.0;4275.0;1671.0;2163.0;5463.5;4218.25;4366.25;3584.3846153846152
CER 001;2023;29;2023-07-17;4176.0;245.64705882352942;251.45773530965164;13.0;800.0;ELCONSI;Presencial;Sector A;7;3;3954.0;8650.0;2277.0;4275.0;1697.0;6302.0;4789.0;4545.25;3722.153846153846
CER 001;2023;30;2023-07-24;5656.0;377.06666666666666;448.7957643463651;6.0;1500.0;JEF;Presencial;Sector A;7;3;4176.0;3954.0;8650.0;2277.0;3517.0;4065.0;4764.25;4115.875;3912.846153846154
CER 001;2023;31;2023-07-31;3624.0;302.0;347.331646596265;6.0;1000.0;SETECOM AIR;Presencial;Sector A;7;3;5656.0;4176.0;3954.0;8650.0;1065.0;4916.0;5609.0;3966.5;4077.3846153846152
CER 001;2023;32;2023-08-07;5212.0;260.6;471.79928827951045;12.0;2000.0;SETECOM AIR;Presencial;Sector A;8;3;3624.0;5656.0;4176.0;3954.0;3225.0;4640.0;4352.5;4285.375;4274.2307692307695
CER 001;2023;33;2023-08-14;7165.0;447.8125;747.8479541323891;15.0;3000.0;ELCONSI;Presencial;Sector A;8;3;5212.0;3624.0;5656.0;4176.0;2522.0;4418.0;4667.0;4728.0;4427.076923076923
CER 001;2023;34;2023-08-21;5016.0;385.84615384615387;380.7619217117712;4.0;1200.0;ELCONSI;Online;Sector A;8;3;7165.0;5212.0;3624.0;5656.0;7611.0;6188.5;5414.25;5089.25;4784.2307692307695
CER 001;2023;35;2023-08-28;4048.0;311.38461538461536;820.8252492117854;3.0;3000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;5016.0;7165.0;5212.0;3624.0;6851.0;6090.5;5254.25;5431.625;4584.615384615385
CER 001;2023;36;2023-09-04;4105.0;315.7692307692308;338.35291088993506;5.0;1200.0;ELCONSI;Presencial;Sector A;9;3;4048.0;5016.0;7165.0;5212.0;1073.0;4532.0;5360.25;4856.375;4369.0
CER 001;2023;37;2023-09-11;9019.0;429.4761904761905;705.9292895926347;3.0;3200.0;SETECOM AIR;Presencial;Sector A;9;3;4105.0;4048.0;5016.0;7165.0;1671.0;4076.5;5083.5;4875.25;4602.2307692307695
CER 001;2023;38;2023-09-18;6892.0;430.75;695.9317495272076;12.0;2150.0;Madrid INMOBILIARIA;Online;Sector A;9;3;9019.0;4105.0;4048.0;5016.0;4275.0;6562.0;5547.0;5480.625;5167.461538461538
CER 001;2023;39;2023-09-25;5569.0;464.0833333333333;744.8136384765023;15.0;2500.0;Madrid INMOBILIARIA;Online;Sector A;9;3;6892.0;9019.0;4105.0;4048.0;2277.0;7955.5;6016.0;5635.125;5368.7692307692305
CER 001;2023;40;2023-10-02;8373.0;398.7142857142857;683.4710778706839;8.0;3000.0;Madrid INMOBILIARIA;Online;Sector A;10;4;5569.0;6892.0;9019.0;4105.0;8650.0;6230.5;6396.25;5878.25;5622.0
CER 001;2023;41;2023-10-09;8821.0;551.3125;1046.5203752595232;1.0;4000.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;8373.0;5569.0;6892.0;9019.0;3954.0;6971.0;7463.25;6273.375;5600.692307692308
CER 001;2023;42;2023-10-16;3210.0;214.0;281.1913430896681;10.0;1000.0;ELCONSI;Presencial;Sector B;10;4;8821.0;8373.0;5569.0;6892.0;4176.0;8597.0;7413.75;6480.375;5975.076923076923
CER 001;2023;43;2023-10-23;6614.0;330.7;391.46258811633174;4.0;1200.0;ELCONSI;Online;Sector A;10;4;3210.0;8821.0;8373.0;5569.0;5656.0;6015.5;6493.25;6254.625;5900.7692307692305
CER 001;2023;44;2023-10-30;4975.0;355.35714285714283;618.8713805907377;20.0;2000.0;SETECOM AIR;Presencial;Sector B;10;4;6614.0;3210.0;8821.0;8373.0;3624.0;4912.0;6754.5;6575.375;5974.461538461538
CER 001;2023;45;2023-11-06;3680.0;334.54545454545456;451.36157648527495;30.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;4975.0;6614.0;3210.0;8821.0;5212.0;5794.5;5905.0;6684.125;6078.384615384615
CER 001;2023;46;2023-11-13;7434.0;413.0;431.60125933414923;50.0;1300.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;3680.0;4975.0;6614.0;3210.0;7165.0;4327.5;4619.75;6016.75;5960.538461538462
CER 001;2023;47;2023-11-20;10148.0;422.8333333333333;505.77110019958775;8.0;1600.0;SETECOM AIR;Presencial;Sector B;11;4;7434.0;3680.0;4975.0;6614.0;5016.0;5557.0;5675.75;6084.5;5981.2307692307695
CER 001;2023;48;2023-11-27;3341.0;222.73333333333332;292.0815606902259;4.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;11;4;10148.0;7434.0;3680.0;4975.0;4048.0;8791.0;6559.25;6656.875;6376.0
CER 001;2023;49;2023-12-04;4555.0;303.6666666666667;357.42045402072466;2.0;1000.0;ELCONSI;Presencial;Sector A;12;4;3341.0;10148.0;7434.0;3680.0;4105.0;6744.5;6150.75;6027.875;6321.615384615385
CER 001;2023;50;2023-12-11;9081.0;605.4;880.4323450928607;8.0;2200.0;ELCONSI;Presencial;Sector B;12;4;4555.0;3341.0;10148.0;7434.0;9019.0;3948.0;6369.5;5494.625;6356.2307692307695
CER 001;2023;51;2023-12-18;3455.0;314.09090909090907;442.3054271757141;25.0;1450.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;9081.0;4555.0;3341.0;10148.0;6892.0;6818.0;6781.25;6228.5;6361.0
CER 001;2023;52;2023-12-25;6285.0;419.0;459.0214747544109;25.0;1500.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;3455.0;9081.0;4555.0;3341.0;5569.0;6268.0;5108.0;5833.625;6096.615384615385
CER 001;2024;1;2024-01-01;5216.0;401.2307692307692;441.3347470734193;6.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector B;1;1;6285.0;3455.0;9081.0;4555.0;8373.0;4870.0;5844.0;5997.375;6151.692307692308
CER 001;2024;2;2024-01-08;7925.0;495.3125;524.1038979375495;25.0;1750.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;1;1;5216.0;6285.0;3455.0;9081.0;8821.0;5750.5;6009.25;6189.375;5908.846153846154
CER 001;2024;3;2024-01-15;13358.0;534.32;783.608837367216;35.0;2800.0;SETECOM AIR;Presencial;Sector B;1;1;7925.0;5216.0;6285.0;3455.0;3210.0;6570.5;5720.25;6250.75;5839.923076923077
CER 001;2024;4;2024-01-22;9228.0;512.6666666666666;691.7479989979349;15.0;2500.0;Madrid INMOBILIARIA;Online;Sector B;1;1;13358.0;7925.0;5216.0;6285.0;6614.0;10641.5;8196.0;6652.0;6620.538461538462
CER 001;2024;5;2024-01-29;7331.0;610.9166666666666;806.2579621406237;2.0;2600.0;Madrid INMOBILIARIA;Online;Sector B;1;1;9228.0;13358.0;7925.0;5216.0;4975.0;11293.0;8931.75;7387.875;6821.615384615385
CER 001;2024;6;2024-02-05;8335.0;463.05555555555554;839.06660131238;20.0;3500.0;ELCONSI;Presencial;Sector B;2;1;7331.0;9228.0;13358.0;7925.0;3680.0;8279.5;9460.5;7734.875;7002.846153846154
CER 001;2024;7;2024-02-12;15710.0;714.0909090909091;841.9190612093929;20.0;3000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;2;1;8335.0;7331.0;9228.0;13358.0;7434.0;7833.0;9563.0;7641.625;7360.923076923077
CER 001;2024;8;2024-02-19;8335.0;396.9047619047619;736.4687301414708;5.0;3400.0;SETECOM AIR;Presencial;Sector B;2;1;15710.0;8335.0;7331.0;9228.0;10148.0;12022.5;10151.0;9173.5;7997.538461538462
CER 001;2024;9;2024-02-26;2204.0;220.4;236.70290802325744;4.0;650.0;ELCONSI;Online;Sector A;2;1;8335.0;15710.0;8335.0;7331.0;3341.0;12022.5;9927.75;9429.75;7858.076923076923
CER 001;2024;10;2024-03-04;695.0;63.18181818181818;58.46506338287539;5.0;200.0;ELCONSI;Presencial;Sector B;3;1;2204.0;8335.0;15710.0;8335.0;4555.0;5269.5;8646.0;9053.25;7770.615384615385
CER 001;2024;11;2024-03-11;9718.0;422.5217391304348;527.8443184367231;1.0;1726.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;3;1;695.0;2204.0;8335.0;15710.0;9081.0;1449.5;6736.0;8149.5;7473.692307692308
CER 001;2024;12;2024-03-18;14432.0;577.28;814.2413913166864;8.0;2600.0;Madrid INMOBILIARIA;Online;Sector B;3;1;9718.0;695.0;2204.0;8335.0;3455.0;5206.5;5238.0;7694.5;7522.692307692308
CER 001;2024;13;2024-03-25;2450.0;306.25;368.3432987231962;5.0;1000.0;NEVADO CONSTRUCTORA;Online;Sector B;3;1;14432.0;9718.0;695.0;2204.0;6285.0;12075.0;6762.25;8345.0;8367.076923076924
CER 001;2024;14;2024-04-01;24791.0;1458.2941176470588;3421.3226383356828;4.0;13081.0;ELCONSI;Presencial;Sector A;4;2;2450.0;14432.0;9718.0;695.0;5216.0;8441.0;6823.75;7734.875;8072.076923076923
CER 001;2024;15;2024-04-08;16484.0;716.695652173913;1081.1593707591112;10.0;3477.0;SETECOM AIR;Presencial;Sector A;4;2;24791.0;2450.0;14432.0;9718.0;7925.0;13620.5;12847.75;9791.875;9577.846153846154
CER 001;2024;16;2024-04-15;2636.0;239.63636363636363;358.30664875976635;4.0;1000.0;ELCONSI;Presencial;Sector A;4;2;16484.0;24791.0;2450.0;14432.0;13358.0;20637.5;14539.25;9888.625;10236.23076923077
CER 001;2024;17;2024-04-22;12295.0;558.8636363636364;794.0350415354144;10.0;2800.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;2636.0;16484.0;24791.0;2450.0;9228.0;9560.0;11590.25;9176.25;9411.461538461539
CER 001;2024;18;2024-04-29;2852.0;285.2;385.00124097924095;32.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;4;2;12295.0;2636.0;16484.0;24791.0;7331.0;7465.5;14051.5;10437.625;9647.384615384615
CER 001;2024;19;2024-05-06;2600.0;371.42857142857144;430.94580368566733;100.0;1000.0;ELCONSI;Presencial;Sector A;5;2;2852.0;12295.0;2636.0;16484.0;8335.0;7573.5;8566.75;10707.25;9302.846153846154
CER 001;2024;20;2024-05-13;6360.0;424.0;658.9363723889757;10.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector A;5;2;2600.0;2852.0;12295.0;2636.0;15710.0;2726.0;5095.75;9817.5;8861.692307692309
CER 001;2024;21;2024-05-20;6158.0;324.10526315789474;512.8444527812873;12.0;1500.0;CIM;Presencial;Sector A;5;2;6360.0;2600.0;2852.0;12295.0;8335.0;4480.0;6026.75;8808.5;8142.461538461538
CER 001;2024;22;2024-05-27;2607.0;289.6666666666667;478.2739800574562;2.0;1500.0;Madrid INMOBILIARIA;Online;Sector A;5;2;6158.0;6360.0;2600.0;2852.0;2204.0;6259.0;4492.5;9272.0;7975.0
CER 001;2024;23;2024-06-03;2256.0;250.66666666666666;474.60799613997233;1.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector A;6;2;2607.0;6158.0;6360.0;2600.0;695.0;4382.5;4431.25;6499.0;8006.0
CER 001;2024;24;2024-06-10;2828.0;257.09090909090907;321.374689278871;11.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;6;2;2256.0;2607.0;6158.0;6360.0;9718.0;2431.5;4345.25;4720.5;8126.076923076923
CER 001;2024;25;2024-06-17;8661.0;412.42857142857144;509.8900441691886;1.0;2000.0;NEVADO CONSTRUCTORA;Presencial;Sector B;6;2;2828.0;2256.0;2607.0;6158.0;14432.0;2542.0;3462.25;4744.5;7596.076923076923
CER 001;2024;26;2024-06-24;10851.0;434.04;578.88099525435;14.0;2000.0;ELCONSI;Presencial;Sector A;6;2;8661.0;2828.0;2256.0;2607.0;2450.0;5744.5;4088.0;4290.25;7152.153846153846
CER 001;2024;27;2024-07-01;1545.0;140.45454545454547;144.05649144440775;10.0;500.0;Madrid INMOBILIARIA;Online;Sector A;7;3;10851.0;8661.0;2828.0;2256.0;24791.0;9756.0;6149.0;5290.125;7798.384615384615
CER 001;2024;28;2024-07-08;3496.0;218.5;315.1977157277635;2.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;1545.0;10851.0;8661.0;2828.0;16484.0;6198.0;5971.25;5158.25;6010.2307692307695
CER 001;2024;29;2024-07-15;4745.0;365.0;602.0243627406895;15.0;2000.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;7;3;3496.0;1545.0;10851.0;8661.0;2636.0;2520.5;6138.25;4800.25;5011.153846153846
CER 001;2024;30;2024-07-22;2410.0;150.625;236.1981865580964;25.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;7;3;4745.0;3496.0;1545.0;10851.0;12295.0;4120.5;5159.25;4623.625;5173.384615384615
CER 001;2024;31;2024-07-29;1015.0;126.875;212.61866434669233;15.0;650.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;2410.0;4745.0;3496.0;1545.0;2852.0;3577.5;3049.0;4599.0;4413.0
CER 001;2024;32;2024-08-05;2809.0;234.08333333333334;317.13216583320684;10.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;8;3;1015.0;2410.0;4745.0;3496.0;2600.0;1712.5;2916.5;4443.875;4271.692307692308
CER 001;2024;33;2024-08-12;5980.0;398.6666666666667;526.0617381837918;30.0;1500.0;NEVADO CONSTRUCTORA;Online;Sector A;8;3;2809.0;1015.0;2410.0;4745.0;6360.0;1912.0;2744.75;4441.5;4287.7692307692305
CER 001;2024;34;2024-08-19;7479.0;415.5;597.2764903144547;20.0;2500.0;SETECOM AIR;Online;Sector A;8;3;5980.0;2809.0;1015.0;2410.0;6158.0;4394.5;3053.5;4106.375;4258.538461538462
CER 001;2024;35;2024-08-26;3888.0;324.0;413.44253200744515;12.0;1000.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A;8;3;7479.0;5980.0;2809.0;1015.0;2607.0;6729.5;4320.75;3684.875;4360.153846153846
CER 001;2024;36;2024-09-02;5621.0;468.4166666666667;767.0741884629288;1.0;2000.0;SETECOM AIR;Presencial;Sector B;9;3;3888.0;7479.0;5980.0;2809.0;2256.0;5683.5;5039.0;3977.75;4458.692307692308
CER 001;2024;37;2024-09-09;4325.0;393.1818181818182;489.88913402561155;5.0;1500.0;SETECOM AIR;Presencial;Sector A;9;3;5621.0;3888.0;7479.0;5980.0;2828.0;4754.5;5742.0;4243.375;4717.538461538462
CER 001;2024;38;2024-09-16;1990.0;153.07692307692307;184.72432683075863;40.0;600.0;SETECOM AIR;Presencial;Sector A;9;3;4325.0;5621.0;3888.0;7479.0;8661.0;4973.0;5328.25;4190.875;4832.692307692308
CER 001;2024;39;2024-09-23;3816.0;200.8421052631579;342.9870848164362;6.0;1500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;9;3;1990.0;4325.0;5621.0;3888.0;10851.0;3157.5;3956.0;4138.375;4319.538461538462
CER 001;2024;40;2024-09-30;7757.0;215.47222222222223;376.0525408663841;1.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector B;9;3;3816.0;1990.0;4325.0;5621.0;1545.0;2903.0;3938.0;4488.5;3778.3846153846152
CER 001;2024;41;2024-10-07;3858.0;226.94117647058823;472.5142154724336;7.0;2000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;10;4;7757.0;3816.0;1990.0;4325.0;3496.0;5786.5;4472.0;5107.0;4256.2307692307695
CER 001;2024;42;2024-10-14;6569.0;469.2142857142857;831.5265089970584;10.0;3000.0;ELCONSI;Presencial;Sector B;10;4;3858.0;7757.0;3816.0;1990.0;4745.0;5807.5;4355.25;4841.75;4284.076923076923
CER 001;2024;43;2024-10-21;2265.0;161.78571428571428;303.1856954641263;20.0;1200.0;SETECOM AIR;Presencial;Sector A;10;4;6569.0;3858.0;7757.0;3816.0;2410.0;5213.5;5500.0;4728.0;4424.384615384615
CER 001;2024;44;2024-10-28;529.0;105.8;71.54159629194753;25.0;200.0;ELCONSI;Presencial;Sector B;10;4;2265.0;6569.0;3858.0;7757.0;1015.0;4417.0;5112.25;4525.125;4413.2307692307695
CER 001;2024;45;2024-11-04;4125.0;317.3076923076923;445.0403323698847;25.0;1500.0;ELCONSI;Presencial;Sector B;11;4;529.0;2265.0;6569.0;3858.0;2809.0;1397.0;3305.25;3888.625;4375.846153846154
CER 001;2024;46;2024-11-11;1106.0;79.0;65.34641417976847;6.0;200.0;ELCONSI;Presencial;Sector B;11;4;4125.0;529.0;2265.0;6569.0;5980.0;2327.0;3372.0;3863.625;4477.076923076923
CER 001;2024;47;2024-11-18;4928.0;308.0;452.7280272599286;8.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;1106.0;4125.0;529.0;2265.0;7479.0;2615.5;2006.25;3753.125;4102.153846153846
CER 001;2024;48;2024-11-25;1590.0;132.5;216.60080584085804;10.0;800.0;ELCONSI;Presencial;Sector A;11;4;4928.0;1106.0;4125.0;529.0;3888.0;3017.0;2672.0;3892.125;3905.923076923077
CER 001;2024;49;2024-12-02;2949.0;184.3125;331.39135348808765;4.0;1000.0;ELCONSI;Presencial;Sector B;12;4;1590.0;4928.0;1106.0;4125.0;5621.0;3259.0;2937.25;3121.25;3729.153846153846
CER 001;2024;50;2024-12-09;4720.0;429.09090909090907;777.5018269490374;20.0;2000.0;SETECOM AIR;Online;Sector B;12;4;2949.0;1590.0;4928.0;1106.0;4325.0;2269.5;2643.25;3007.625;3523.6153846153848
CER 001;2024;51;2024-12-16;2748.0;249.8181818181818;591.0684931853191;10.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector B;12;4;4720.0;2949.0;1590.0;4928.0;1990.0;3834.5;3546.75;2776.5;3554.0
CER 001;2024;52;2024-12-23;819.0;102.375;126.1223187453921;7.0;400.0;Madrid INMOBILIARIA;Presencial;Sector A;12;4;2748.0;4720.0;2949.0;1590.0;3816.0;3734.0;3001.75;2836.875;3612.3076923076924
CER 001;2025;1;2024-12-30;1099.0;219.8;287.97256813800857;4.0;714.0;Madrid INMOBILIARIA;Online;Sector A;12;4;819.0;2748.0;4720.0;2949.0;7757.0;1783.5;2809.0;2873.125;3381.769230769231
CER 001;2025;2;2025-01-06;9405.0;1175.625;1172.1940280029219;5.0;3000.0;SETECOM AIR;Online;Sector B;1;1;1099.0;819.0;2748.0;4720.0;3858.0;959.0;2346.5;2494.875;2869.6153846153848
CER 001;2025;3;2025-01-13;2708.0;159.2941176470588;246.65075630987894;23.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;1;1;9405.0;1099.0;819.0;2748.0;6569.0;5252.0;3517.75;3532.25;3296.3076923076924
CER 001;2025;4;2025-01-20;2016.0;183.27272727272728;289.9410598411653;6.0;1000.0;ELCONSI;Presencial;Sector B;1;1;2708.0;9405.0;1099.0;819.0;2265.0;6056.5;3507.75;3254.75;2999.3076923076924
CER 001;2025;5;2025-01-27;1707.0;213.375;455.7182517740539;4.0;1338.0;Madrid INMOBILIARIA;Online;Sector A;1;1;2016.0;2708.0;9405.0;1099.0;529.0;2362.0;3807.0;3308.0;2980.153846153846
CER 001;2025;6;2025-02-03;1287.0;99.0;144.31966832925673;1.0;500.0;Madrid INMOBILIARIA;Presencial;Sector B;2;1;1707.0;2016.0;2708.0;9405.0;4125.0;1861.5;3959.0;3152.75;3070.769230769231
CER 001;2025;7;2025-02-10;1656.0;207.0;246.03542137551773;1.0;700.0;NEVADO CONSTRUCTORA;Online;Sector B;2;1;1287.0;1707.0;2016.0;2708.0;1106.0;1497.0;1929.5;2723.625;2852.4615384615386
CER 001;2025;8;2025-02-17;1207.0;134.11111111111111;183.0904451660739;7.0;600.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;2;1;1656.0;1287.0;1707.0;2016.0;4928.0;1471.5;1666.5;2587.125;2894.769230769231
CER 001;2025;9;2025-02-24;700.0;175.0;104.08329997330664;50.0;300.0;SETECOM AIR;Online;Sector B;2;1;1207.0;1656.0;1287.0;1707.0;1590.0;1431.5;1464.25;2635.625;2608.5384615384614
CER 001;2025;10;2025-03-03;1562.0;223.14285714285714;175.16414070943915;12.0;500.0;Madrid INMOBILIARIA;Online;Sector B;3;1;700.0;1207.0;1656.0;1287.0;2949.0;953.5;1212.5;2585.75;2540.076923076923
CER 001;2025;11;2025-03-10;5275.0;527.5;450.7231843259107;20.0;1250.0;Madrid INMOBILIARIA;Presencial;Sector B;3;1;1562.0;700.0;1207.0;1656.0;4720.0;1131.0;1281.25;1605.375;2433.3846153846152
CER 001;2025;12;2025-03-17;1025.0;170.83333333333334;260.9677502425667;25.0;700.0;Madrid INMOBILIARIA;Online;Sector A;3;1;5275.0;1562.0;700.0;1207.0;2748.0;3418.5;2186.0;1926.25;2476.076923076923
CER 001;2025;13;2025-03-24;4215.0;421.5;779.8505911034783;5.0;2500.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;3;1;1025.0;5275.0;1562.0;700.0;819.0;3150.0;2140.5;1802.375;2343.5384615384614
CER 001;2025;14;2025-03-31;6569.0;597.1818181818181;784.1029037290729;50.0;2500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;3;1;4215.0;1025.0;5275.0;1562.0;1099.0;2620.0;3019.25;2115.875;2604.769230769231
CER 001;2025;15;2025-04-07;1044.0;130.5;70.19768005934587;50.0;200.0;Madrid INMOBILIARIA;Online;Sector A;4;2;6569.0;4215.0;1025.0;5275.0;9405.0;5392.0;4271.0;2776.125;3025.5384615384614
CER 001;2025;16;2025-04-14;4109.0;821.8;1028.747879706199;1.0;2500.0;Madrid INMOBILIARIA;Presencial;Sector B;4;2;1044.0;6569.0;4215.0;1025.0;2708.0;3806.5;3213.25;2699.625;2382.3846153846152
CER 001;2025;17;2025-04-21;3254.0;271.1666666666667;428.71262536985677;10.0;1500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;4;2;4109.0;1044.0;6569.0;4215.0;2016.0;2576.5;3984.25;3062.375;2490.153846153846
CER 001;2025;18;2025-04-28;4150.0;518.75;691.7563051496428;50.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;3254.0;4109.0;1044.0;6569.0;1707.0;3681.5;3744.0;3381.625;2585.3846153846152
CER 001;2025;19;2025-05-05;1690.0;187.77777777777777;316.4165679044706;10.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;5;2;4150.0;3254.0;4109.0;1044.0;1287.0;3702.0;3139.25;3705.125;2773.3076923076924
CER 001;2025;20;2025-05-12;5005.0;500.5;649.4033586471679;50.0;2000.0;Madrid INMOBILIARIA;Online;Sector A;5;2;1690.0;4150.0;3254.0;4109.0;1656.0;2920.0;3300.75;3257.0;2804.3076923076924
CER 001;2025;21;2025-05-19;3578.0;325.27272727272725;614.2489871231521;30.0;2000.0;ELCONSI;Presencial;Sector A;5;2;5005.0;1690.0;4150.0;3254.0;1207.0;3347.5;3524.75;3754.5;3061.923076923077
CER 001;2025;22;2025-05-26;1074.0;214.8;338.3396222732419;11.0;813.0;Madrid INMOBILIARIA;Online;Sector A;5;2;3578.0;5005.0;1690.0;4150.0;700.0;4291.5;3605.75;3674.875;3244.3076923076924
CER 005;2020;53;2020-12-28;3500.0;1750.0;1060.6601717798212;1000.0;2500.0;NEVADO CONSTRUCTORA;Online;Unknown;12;4;;;;;;;;;
CER 005;2021;1;2021-01-04;1000.0;1000.0;;1000.0;1000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;1;1;3500.0;;;;;3500.0;3500.0;3500.0;3500.0
CER 005;2021;2;2021-01-11;1000.0;1000.0;;1000.0;1000.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;1;1;1000.0;3500.0;;;;2250.0;2250.0;2250.0;2250.0
CER 005;2021;3;2021-01-18;200.0;200.0;;200.0;200.0;NEVADO CONSTRUCTORA;Presencial;Sector B;1;1;1000.0;1000.0;3500.0;;;1000.0;1833.3333333333333;1833.3333333333333;1833.3333333333333
CER 005;2021;4;2021-01-25;2.0;2.0;;2.0;2.0;NEVADO CONSTRUCTORA;Presencial;Sector B;1;1;200.0;1000.0;1000.0;3500.0;;600.0;1425.0;1425.0;1425.0
CER 005;2021;6;2021-02-08;3530.0;441.25;246.48601814881334;230.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;2;1;2.0;200.0;1000.0;1000.0;;101.0;550.5;1140.4;1140.4
CER 005;2021;7;2021-02-15;1522.0;217.42857142857142;169.65441063414485;1.0;500.0;ELCONSI;Presencial;Sector B;2;1;3530.0;2.0;200.0;1000.0;;1766.0;1183.0;1538.6666666666667;1538.6666666666667
CER 005;2021;8;2021-02-22;172.0;57.333333333333336;6.429100507328636;50.0;62.0;SETECOM AIR;Presencial;Sector B;2;1;1522.0;3530.0;2.0;200.0;;2526.0;1313.5;1536.2857142857142;1536.2857142857142
CER 005;2021;9;2021-03-01;850.0;283.3333333333333;225.4624876411447;50.0;500.0;ELCONSI;Online;Sector A;3;1;172.0;1522.0;3530.0;2.0;;847.0;1306.5;1365.75;1365.75
CER 005;2021;10;2021-03-08;4500.0;4500.0;;4500.0;4500.0;SETECOM AIR;Presencial;Sector B;3;1;850.0;172.0;1522.0;3530.0;;511.0;1518.5;1034.5;1308.4444444444443
CER 005;2021;12;2021-03-22;5000.0;1666.6666666666667;288.6751345948129;1500.0;2000.0;ELCONSI;Online;Sector A;3;1;4500.0;850.0;172.0;1522.0;;2675.0;1761.0;1472.0;1627.6
