Código;Año;Semana;Fecha;Salida;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Empresa_Modo;Canal_Modo;Punto_Modo;Mes;Trimestre;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_4;MA_8;MA_13
CER 005;2021;31;2021-08-02;2500.0;2500.0;;2500.0;2500.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;8;3;3184.0;3500.0;1400.0;500.0;2.0;3342.0;2146.0;2822.75;2656.4615384615386
CER 005;2021;32;2021-08-09;2500.0;1250.0;353.5533905932738;1000.0;1500.0;NEVADO CONSTRUCTORA;Online;Sector A;8;3;2500.0;3184.0;3500.0;1400.0;4950.0;2842.0;2646.0;2760.5;2848.6153846153848
CER 005;2021;33;2021-08-16;2250.0;750.0;433.0127018922193;250.0;1000.0;Madrid INMOBILIARIA;Online;Sector A;8;3;2500.0;2500.0;3184.0;3500.0;1000.0;2500.0;2921.0;2885.5;2660.153846153846
CER 005;2021;34;2021-08-23;2000.0;1000.0;707.1067811865476;500.0;1500.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A;8;3;2250.0;2500.0;2500.0;3184.0;3000.0;2375.0;2608.5;2354.25;2756.3076923076924
CER 005;2021;36;2021-09-06;3600.0;1200.0;984.8857801796105;100.0;2000.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A;9;3;2000.0;2250.0;2500.0;2500.0;3000.0;2125.0;2312.5;2229.25;2679.3846153846152
CER 005;2021;37;2021-09-13;1000.0;1000.0;;1000.0;1000.0;ELCONSI;Online;Unknown;9;3;3600.0;2000.0;2250.0;2500.0;2998.0;2800.0;2587.5;2616.75;2725.5384615384614
CER 005;2021;38;2021-09-20;2315.0;2315.0;;2315.0;2315.0;NEVADO CONSTRUCTORA;Online;Unknown;9;3;1000.0;3600.0;2000.0;2250.0;1500.0;2300.0;2212.5;2566.75;2571.846153846154
CER 005;2021;40;2021-10-04;3000.0;3000.0;;3000.0;3000.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B;10;4;2315.0;1000.0;3600.0;2000.0;6500.0;1657.5;2228.75;2418.625;2634.5384615384614
CER 005;2021;41;2021-10-11;77593.0;3694.904761904762;15595.52993618608;1.0;71732.0;ELCONSI;Presencial;Sector B;10;4;3000.0;2315.0;1000.0;3600.0;3000.0;2657.5;2478.75;2395.625;2365.3076923076924
CER 005;2021;42;2021-10-18;6722.0;420.125;529.3470033919149;2.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector A;10;4;77593.0;3000.0;2315.0;1000.0;500.0;40296.5;20977.0;11782.25;8103.2307692307695
CER 005;2021;43;2021-10-25;2595.0;216.25;284.3423432797482;25.0;1000.0;NEVADO CONSTRUCTORA;Online;Sector B;10;4;6722.0;77593.0;3000.0;2315.0;1400.0;42157.5;22407.5;12310.0;8581.846153846154
CER 005;2021;44;2021-11-01;7995.0;363.40909090909093;514.8679589482289;20.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;2595.0;6722.0;77593.0;3000.0;3500.0;4658.5;22477.5;12353.125;8673.76923076923
CER 005;2021;45;2021-11-08;2414.0;172.42857142857142;373.6482744066042;16.0;1454.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;7995.0;2595.0;6722.0;77593.0;3184.0;5295.0;23726.25;13102.5;9019.538461538461
CER 005;2021;46;2021-11-15;850.0;85.0;33.74742788552764;50.0;150.0;SETECOM AIR;Presencial;Sector B;11;4;2414.0;7995.0;2595.0;6722.0;2500.0;5204.5;4931.5;12954.25;8960.307692307691
CER 005;2021;47;2021-11-22;931.0;51.72222222222222;27.310427992328922;4.0;100.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;850.0;2414.0;7995.0;2595.0;2500.0;1632.0;3463.5;12935.5;8833.384615384615
CER 005;2021;48;2021-11-29;2866.0;179.125;487.2841573455882;4.0;2000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;11;4;931.0;850.0;2414.0;7995.0;2250.0;890.5;3047.5;12762.5;8712.692307692309
CER 005;2021;49;2021-12-06;5951.0;350.05882352941177;536.7320642774469;1.0;2000.0;SETECOM AIR;Presencial;Sector A;12;4;2866.0;931.0;850.0;2414.0;2000.0;1898.5;1765.25;12745.75;8760.076923076924
CER 005;2021;50;2021-12-13;6853.0;297.95652173913044;491.9157797706349;4.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector B;12;4;5951.0;2866.0;931.0;850.0;3600.0;4408.5;2649.5;3790.5;9064.0
CER 005;2021;51;2021-12-20;3135.0;348.3333333333333;536.0620299927986;5.0;1500.0;NEVADO CONSTRUCTORA;Online;Sector B;12;4;6853.0;5951.0;2866.0;931.0;1000.0;6402.0;4150.25;3806.875;9314.23076923077
CER 005;2021;52;2021-12-27;930.0;103.33333333333333;172.31874535290697;20.0;550.0;NEVADO CONSTRUCTORA;Presencial;Sector A;12;4;3135.0;6853.0;5951.0;2866.0;2315.0;4994.0;4701.25;3874.375;9478.461538461539
CER 005;2022;1;2022-01-03;5058.0;202.32;277.7765468861617;3.0;1000.0;ELCONSI;Presencial;Sector B;1;1;930.0;3135.0;6853.0;5951.0;3000.0;2032.5;4217.25;2991.25;9371.923076923076
CER 005;2022;2;2022-01-10;6985.0;465.6666666666667;543.1352984118712;40.0;1500.0;Madrid INMOBILIARIA;Online;Sector B;1;1;5058.0;930.0;3135.0;6853.0;77593.0;2994.0;3994.0;3321.75;9530.23076923077
CER 005;2022;3;2022-01-17;2499.0;227.1818181818182;300.13557542611244;4.0;1000.0;ELCONSI;Presencial;Sector B;1;1;6985.0;5058.0;930.0;3135.0;6722.0;6021.5;4027.0;4088.625;4098.846153846154
CER 005;2022;4;2022-01-24;1950.0;195.0;103.94977419675116;50.0;400.0;ELCONSI;Presencial;Sector B;1;1;2499.0;6985.0;5058.0;930.0;2595.0;4742.0;3868.0;4284.625;3774.0
CER 005;2022;5;2022-01-31;829.0;75.36363636363636;75.73938569499059;10.0;200.0;ELCONSI;Presencial;Sector B;1;1;1950.0;2499.0;6985.0;5058.0;7995.0;2224.5;4123.0;4170.125;3724.3846153846152
CER 005;2022;6;2022-02-07;6678.0;834.75;1402.2549951519416;50.0;4225.0;ELCONSI;Presencial;Sector B;2;1;829.0;1950.0;2499.0;6985.0;2414.0;1389.5;3065.75;3529.875;3173.153846153846
CER 005;2022;7;2022-02-14;5915.0;455.0;839.2978215945359;25.0;3000.0;ELCONSI;Presencial;Sector B;2;1;6678.0;829.0;1950.0;2499.0;850.0;3753.5;2989.0;3508.0;3501.153846153846
CER 005;2022;8;2022-02-21;3236.0;147.0909090909091;170.72336551411917;10.0;657.0;SETECOM AIR;Online;Sector B;2;1;5915.0;6678.0;829.0;1950.0;931.0;6296.5;3843.0;3855.5;3890.769230769231
CER 005;2022;9;2022-02-28;1786.0;94.0;116.65523753541649;6.0;550.0;NEVADO CONSTRUCTORA;Presencial;Sector B;2;1;3236.0;5915.0;6678.0;829.0;2866.0;4575.5;4164.5;4143.75;4068.076923076923
CER 005;2022;10;2022-03-07;1553.0;103.53333333333333;130.11690714050008;2.0;500.0;ELCONSI;Presencial;Sector B;3;1;1786.0;3236.0;5915.0;6678.0;5951.0;2511.0;4403.75;3734.75;3985.0
CER 005;2022;11;2022-03-14;2481.0;206.75;273.9963918143316;50.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector B;3;1;1553.0;1786.0;3236.0;5915.0;6853.0;1669.5;3122.5;3055.75;3646.6923076923076
CER 005;2022;12;2022-03-21;3690.0;335.45454545454544;617.2254634469261;10.0;2100.0;ELCONSI;Presencial;Sector B;3;1;2481.0;1553.0;1786.0;3236.0;3135.0;2017.0;2264.0;3053.5;3310.3846153846152
CER 005;2022;13;2022-03-28;1721.0;191.22222222222223;241.20208217269695;10.0;600.0;SETECOM AIR;Presencial;Sector B;3;1;3690.0;2481.0;1553.0;1786.0;930.0;3085.5;2377.5;3271.0;3353.076923076923
CER 005;2022;14;2022-04-04;1912.0;173.8181818181818;344.6452721804894;12.0;1200.0;ELCONSI;Online;Sector A;4;2;1721.0;3690.0;2481.0;1553.0;5058.0;2705.5;2361.25;3382.5;3413.923076923077
CER 005;2022;15;2022-04-11;431.0;71.83333333333333;34.35355391610403;25.0;106.0;Madrid INMOBILIARIA;Online;Sector A;4;2;1912.0;1721.0;3690.0;2481.0;6985.0;1816.5;2451.0;2786.75;3171.923076923077
CER 005;2022;16;2022-04-18;2840.0;189.33333333333334;269.6417376198771;10.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;431.0;1912.0;1721.0;3690.0;2499.0;1171.5;1938.5;2101.25;2667.769230769231
CER 005;2022;17;2022-04-25;2391.0;159.4;249.00453237412594;25.0;1000.0;ELCONSI;Presencial;Sector A;4;2;2840.0;431.0;1912.0;1721.0;1950.0;1635.5;1726.0;2051.75;2694.0
CER 005;2022;18;2022-05-02;1750.0;175.0;153.49629021937668;50.0;500.0;ELCONSI;Online;Sector A;5;2;2391.0;2840.0;431.0;1912.0;829.0;2615.5;1893.5;2127.375;2727.923076923077
CER 005;2022;19;2022-05-09;863.0;143.83333333333334;188.93429192887848;3.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;5;2;1750.0;2391.0;2840.0;431.0;6678.0;2070.5;1853.0;2152.0;2798.769230769231
CER 005;2022;20;2022-05-16;1064.0;133.0;134.2194365315886;4.0;400.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B;5;2;863.0;1750.0;2391.0;2840.0;5915.0;1306.5;1961.0;1949.75;2351.4615384615386
CER 005;2022;21;2022-05-23;980.0;163.33333333333334;217.68478740294802;10.0;600.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;5;2;1064.0;863.0;1750.0;2391.0;3236.0;963.5;1517.0;1621.5;1978.3076923076924
CER 005;2022;22;2022-05-30;2782.0;139.1;218.79163363202076;10.0;1000.0;ELCONSI;Presencial;Sector A;5;2;980.0;1064.0;863.0;1750.0;1786.0;1022.0;1164.25;1528.875;1804.7692307692307
CER 005;2022;23;2022-06-06;1385.0;138.5;87.68789350113656;30.0;300.0;ELCONSI;Presencial;Sector A;6;2;2782.0;980.0;1064.0;863.0;1553.0;1881.0;1422.25;1637.625;1881.3846153846155
CER 005;2022;24;2022-06-13;300.0;75.0;50.0;50.0;150.0;SETECOM AIR;Presencial;Sector A;6;2;1385.0;2782.0;980.0;1064.0;2481.0;2083.5;1552.75;1756.875;1868.4615384615386
CER 005;2022;25;2022-06-20;1631.0;108.73333333333333;101.47375921647827;1.0;400.0;NEVADO CONSTRUCTORA;Presencial;Sector A;6;2;300.0;1385.0;2782.0;980.0;3690.0;842.5;1361.75;1439.375;1700.6923076923076
CER 005;2022;26;2022-06-27;1498.0;107.0;105.08165323287336;20.0;400.0;ELCONSI;Online;Sector A;6;2;1631.0;300.0;1385.0;2782.0;1721.0;965.5;1524.5;1344.375;1542.3076923076924
CER 005;2022;27;2022-07-04;1940.0;176.36363636363637;282.67588249699435;4.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;1498.0;1631.0;300.0;1385.0;1912.0;1564.5;1203.5;1312.875;1525.1538461538462
CER 005;2022;28;2022-07-11;273.0;39.0;13.916417163432072;20.0;50.0;DRAGON;Presencial;Sector A;7;3;1940.0;1498.0;1631.0;300.0;431.0;1719.0;1342.25;1447.5;1527.3076923076924
CER 005;2022;29;2022-07-18;2983.0;298.3;361.70400728895567;4.0;1000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;273.0;1940.0;1498.0;1631.0;2840.0;1106.5;1335.5;1348.625;1515.1538461538462
CER 005;2022;30;2022-07-25;1300.0;433.3333333333333;152.75252316519467;300.0;600.0;JEF;Online;Sector A;7;3;2983.0;273.0;1940.0;1498.0;2391.0;1628.0;1673.5;1599.0;1526.1538461538462
CER 005;2022;31;2022-08-01;4013.0;308.6923076923077;729.8017293091078;3.0;2700.0;ELCONSI;Presencial;Sector A;8;3;1300.0;2983.0;273.0;1940.0;1750.0;2141.5;1624.0;1413.75;1442.2307692307693
CER 005;2022;32;2022-08-08;445.0;44.5;61.98252441884998;3.0;200.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;4013.0;1300.0;2983.0;273.0;863.0;2656.5;2142.25;1742.25;1616.3076923076924
CER 005;2022;33;2022-08-15;1662.0;166.2;310.0303927753607;5.0;1000.0;ELCONSI;Online;Sector A;8;3;445.0;4013.0;1300.0;2983.0;1064.0;2229.0;2185.25;1760.375;1584.1538461538462
CER 005;2022;34;2022-08-22;559.0;79.85714285714286;103.20275928389475;8.0;300.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;1662.0;445.0;4013.0;1300.0;980.0;1053.5;1855.0;1764.25;1630.1538461538462
CER 005;2022;35;2022-08-29;961.0;80.08333333333333;81.00332017138481;4.0;200.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;559.0;1662.0;445.0;4013.0;2782.0;1110.5;1669.75;1646.875;1597.7692307692307
CER 005;2022;36;2022-09-05;1150.0;143.75;167.83814482155972;50.0;500.0;ELCONSI;Online;Sector A;9;3;961.0;559.0;1662.0;445.0;1385.0;760.0;906.75;1524.5;1457.6923076923076
CER 005;2022;37;2022-09-12;752.0;94.0;104.7541339109277;1.0;300.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A;9;3;1150.0;961.0;559.0;1662.0;300.0;1055.5;1083.0;1634.125;1439.6153846153845
CER 005;2022;38;2022-09-19;222.0;44.4;33.753518335130636;17.0;100.0;NEVADO CONSTRUCTORA;Presencial;Sector A;9;3;752.0;1150.0;961.0;559.0;1631.0;951.0;855.5;1355.25;1474.3846153846155
CER 005;2022;39;2022-09-26;1068.0;133.5;166.97134056905867;3.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;9;3;222.0;752.0;1150.0;961.0;1498.0;487.0;771.25;1220.5;1366.0
CER 005;2022;40;2022-10-03;784.0;71.27272727272727;54.7285865139799;3.0;150.0;ELCONSI;Presencial;Sector B;10;4;1068.0;222.0;752.0;1150.0;1940.0;645.0;798.0;852.375;1332.923076923077
CER 005;2022;41;2022-10-10;1158.0;128.66666666666666;120.56948204251357;30.0;400.0;ELCONSI;Online;Sector A;10;4;784.0;1068.0;222.0;752.0;273.0;926.0;706.5;894.75;1244.0
CER 005;2022;42;2022-10-17;2059.0;114.38888888888889;112.98575594185152;3.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector B;10;4;1158.0;784.0;1068.0;222.0;2983.0;971.0;808.0;831.75;1312.076923076923
CER 005;2022;43;2022-10-24;1397.0;87.3125;76.55648785918363;6.0;220.0;ELCONSI;Presencial;Sector B;10;4;2059.0;1158.0;784.0;1068.0;1300.0;1608.5;1267.25;1019.25;1241.0
CER 005;2022;44;2022-10-31;1739.0;217.375;187.07747631090479;15.0;500.0;ELCONSI;Presencial;Sector B;10;4;1397.0;2059.0;1158.0;784.0;4013.0;1728.0;1349.5;1073.75;1248.4615384615386
CER 005;2022;45;2022-11-07;1932.0;161.0;148.2491759903514;4.0;500.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;11;4;1739.0;1397.0;2059.0;1158.0;445.0;1568.0;1588.25;1147.375;1073.5384615384614
CER 005;2022;46;2022-11-14;2678.0;121.72727272727273;134.75698826942477;3.0;500.0;ELCONSI;Presencial;Sector B;11;4;1932.0;1739.0;1397.0;2059.0;1662.0;1835.5;1781.75;1294.875;1187.923076923077
CER 005;2022;47;2022-11-21;2882.0;180.125;323.2356983172909;10.0;1288.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;2678.0;1932.0;1739.0;1397.0;559.0;2305.0;1936.5;1601.875;1266.076923076923
CER 005;2022;48;2022-11-28;869.0;79.0;141.23738881755074;1.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;11;4;2882.0;2678.0;1932.0;1739.0;961.0;2780.0;2307.75;1828.625;1444.7692307692307
CER 005;2022;49;2022-12-05;1350.0;168.75;162.43130416095465;50.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;869.0;2882.0;2678.0;1932.0;1150.0;1875.5;2090.25;1839.25;1437.6923076923076
CER 005;2022;50;2022-12-12;1965.0;140.35714285714286;163.06516259688104;15.0;600.0;ELCONSI;Presencial;Sector B;12;4;1350.0;869.0;2882.0;2678.0;752.0;1109.5;1944.75;1863.25;1453.076923076923
CER 005;2022;51;2022-12-19;852.0;71.0;90.63914466418218;3.0;300.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;1965.0;1350.0;869.0;2882.0;222.0;1657.5;1766.5;1851.5;1546.3846153846155
CER 005;2022;52;2022-12-26;1730.0;192.22222222222223;307.60273803144935;10.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector B;12;4;852.0;1965.0;1350.0;869.0;1068.0;1408.5;1259.0;1783.375;1594.8461538461538
CER 005;2023;1;2023-01-02;759.0;69.0;58.08958598578578;1.0;200.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;1;1;1730.0;852.0;1965.0;1350.0;784.0;1291.0;1474.25;1782.25;1645.7692307692307
CER 005;2023;2;2023-01-09;1575.0;121.15384615384616;154.97518411767638;10.0;500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;1;1;759.0;1730.0;852.0;1965.0;1158.0;1244.5;1326.5;1635.625;1643.8461538461538
CER 005;2023;3;2023-01-16;1640.0;149.0909090909091;138.01844409024076;50.0;500.0;Madrid INMOBILIARIA;Presencial;Sector B;1;1;1575.0;759.0;1730.0;852.0;2059.0;1167.0;1229.0;1497.75;1675.923076923077
CER 005;2023;4;2023-01-23;300.0;100.0;86.60254037844386;50.0;200.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;1;1;1640.0;1575.0;759.0;1730.0;1397.0;1607.5;1426.0;1342.5;1643.6923076923076
CER 005;2023;5;2023-01-30;1462.0;112.46153846153847;104.9615924871374;6.0;350.0;NEVADO CONSTRUCTORA;Presencial;Sector A;1;1;300.0;1640.0;1575.0;759.0;1739.0;970.0;1068.5;1271.375;1559.3076923076924
CER 005;2023;6;2023-02-06;811.0;115.85714285714286;176.13482390054557;1.0;500.0;ELCONSI;Presencial;Sector B;2;1;1462.0;300.0;1640.0;1575.0;1932.0;881.0;1244.25;1285.375;1538.0
CER 005;2023;7;2023-02-13;4084.0;291.7142857142857;260.98848444134273;10.0;1000.0;NEVADO CONSTRUCTORA;Online;Sector A;2;1;811.0;1462.0;300.0;1640.0;2678.0;1136.5;1053.25;1141.125;1451.7692307692307
CER 005;2023;8;2023-02-20;1371.0;137.1;199.6627434227806;1.0;600.0;ELCONSI;Presencial;Sector B;2;1;4084.0;811.0;1462.0;300.0;2882.0;2447.5;1664.25;1545.125;1559.923076923077
CER 005;2023;9;2023-02-27;1059.0;105.9;104.90890228087308;15.0;300.0;ELCONSI;Presencial;Sector B;2;1;1371.0;4084.0;811.0;1462.0;869.0;2727.5;1932.0;1500.25;1443.6923076923076
CER 005;2023;10;2023-03-06;693.0;63.0;54.49770637375485;3.0;200.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;3;1;1059.0;1371.0;4084.0;811.0;1350.0;1215.0;1831.25;1537.75;1458.3076923076924
CER 005;2023;11;2023-03-13;740.0;148.0;123.97580409095961;10.0;300.0;Madrid INMOBILIARIA;Presencial;Sector A;3;1;693.0;1059.0;1371.0;4084.0;1965.0;876.0;1801.75;1427.5;1407.7692307692307
CER 005;2023;12;2023-03-20;1240.0;103.33333333333333;164.459629383535;5.0;600.0;ELCONSI;Presencial;Sector B;3;1;740.0;693.0;1059.0;1371.0;852.0;716.5;965.75;1315.0;1313.5384615384614
CER 005;2023;13;2023-03-27;1595.0;113.92857142857143;118.14883982353933;6.0;300.0;ELCONSI;Presencial;Sector B;3;1;1240.0;740.0;693.0;1059.0;1730.0;990.0;933.0;1432.5;1343.3846153846155
CER 005;2023;14;2023-04-03;2010.0;402.0;168.8786546606764;150.0;600.0;Madrid INMOBILIARIA;Online;Sector A;4;2;1595.0;1240.0;740.0;693.0;759.0;1417.5;1067.0;1449.125;1333.0
CER 005;2023;15;2023-04-10;1601.0;123.15384615384616;100.53013325519713;12.0;300.0;ELCONSI;Presencial;Sector A;4;2;2010.0;1595.0;1240.0;740.0;1575.0;1802.5;1396.25;1599.0;1429.2307692307693
CER 005;2023;16;2023-04-17;1312.0;145.77777777777777;170.47490854798676;2.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;1601.0;2010.0;1595.0;1240.0;1640.0;1805.5;1611.5;1288.625;1431.2307692307693
CER 005;2023;17;2023-04-24;3955.0;282.5;465.6870441368571;25.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;1312.0;1601.0;2010.0;1595.0;300.0;1456.5;1629.5;1281.25;1406.0
CER 005;2023;18;2023-05-01;950.0;190.0;134.16407864998737;50.0;400.0;NEVADO CONSTRUCTORA;Online;Sector A;5;2;3955.0;1312.0;1601.0;2010.0;1462.0;2633.5;2219.5;1643.25;1687.1538461538462
CER 005;2023;19;2023-05-08;985.0;140.71428571428572;132.04887262640588;10.0;400.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B;5;2;950.0;3955.0;1312.0;1601.0;811.0;2452.5;1954.5;1675.375;1647.7692307692307
CER 005;2023;20;2023-05-15;2690.0;206.92307692307693;272.62259063231886;10.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;5;2;985.0;950.0;3955.0;1312.0;4084.0;967.5;1800.5;1706.0;1661.1538461538462
CER 005;2023;21;2023-05-22;3370.0;306.3636363636364;359.92423445143913;20.0;1000.0;DRAGON;Online;Sector A;5;2;2690.0;985.0;950.0;3955.0;1371.0;1837.5;2145.0;1887.25;1553.923076923077
CER 005;2023;22;2023-05-29;6475.0;462.5;442.32232417269927;25.0;1500.0;SETECOM AIR;Online;Sector A;5;2;3370.0;2690.0;985.0;950.0;1059.0;3030.0;1998.75;2109.125;1707.6923076923076
CER 005;2023;23;2023-06-05;1256.0;125.6;159.36763926357335;6.0;500.0;ELCONSI;Presencial;Sector A;6;2;6475.0;3370.0;2690.0;985.0;693.0;4922.5;3380.0;2667.25;2124.3076923076924
CER 005;2023;24;2023-06-12;1111.0;138.875;170.88462064044433;5.0;500.0;ELCONSI;Presencial;Sector A;6;2;1256.0;6475.0;3370.0;2690.0;740.0;3865.5;3447.75;2624.125;2167.6153846153848
CER 005;2023;25;2023-06-19;4982.0;452.90909090909093;507.37155114283945;1.0;1250.0;NEVADO CONSTRUCTORA;Online;Sector A;6;2;1111.0;1256.0;6475.0;3370.0;1240.0;1183.5;3053.0;2599.0;2196.153846153846
CER 005;2023;26;2023-06-26;2136.0;356.0;346.2600179056196;86.0;1000.0;Madrid INMOBILIARIA;Online;Sector A;6;2;4982.0;1111.0;1256.0;6475.0;1595.0;3046.5;3456.0;2727.375;2484.0
CER 005;2023;27;2023-07-03;3250.0;361.1111111111111;384.6896295861264;50.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;2136.0;4982.0;1111.0;1256.0;2010.0;3559.0;2371.25;2875.625;2525.6153846153848
CER 005;2023;28;2023-07-10;2423.0;173.07142857142858;209.5469340802141;6.0;600.0;ELCONSI;Presencial;Sector A;7;3;3250.0;2136.0;4982.0;1111.0;1601.0;2693.0;2869.75;3158.75;2621.0
CER 005;2023;29;2023-07-17;2780.0;231.66666666666666;293.28339795350075;40.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;2423.0;3250.0;2136.0;4982.0;1312.0;2836.5;3197.75;3125.375;2684.230769230769
CER 005;2023;30;2023-07-24;2303.0;255.88888888888889;319.31506558743996;3.0;1000.0;SETECOM AIR;Online;Sector A;7;3;2780.0;2423.0;3250.0;2136.0;3955.0;2601.5;2647.25;3051.625;2797.153846153846
CER 005;2023;31;2023-07-31;3265.0;233.21428571428572;271.2053376407536;5.0;1000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;2303.0;2780.0;2423.0;3250.0;950.0;2541.5;2689.0;2530.125;2670.076923076923
CER 005;2023;32;2023-08-07;3917.0;326.4166666666667;416.62332198791086;7.0;1000.0;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A;8;3;3265.0;2303.0;2780.0;2423.0;985.0;2784.0;2692.75;2781.25;2848.153846153846
CER 005;2023;33;2023-08-14;6101.0;435.7857142857143;443.8582896811564;15.0;1000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;3917.0;3265.0;2303.0;2780.0;2690.0;3591.0;3066.25;3132.0;3073.6923076923076
CER 005;2023;34;2023-08-21;3123.0;260.25;359.6271111733779;3.0;1000.0;NEVADO CONSTRUCTORA;Online;Sector A;8;3;6101.0;3917.0;3265.0;2303.0;3370.0;5009.0;3896.5;3271.875;3336.076923076923
CER 005;2023;35;2023-08-28;1313.0;187.57142857142858;402.87792077454316;1.0;1100.0;Madrid INMOBILIARIA;Presencial;Sector A;8;3;3123.0;6101.0;3917.0;3265.0;6475.0;4612.0;4101.5;3395.25;3317.076923076923
CER 005;2023;36;2023-09-04;2129.0;152.07142857142858;262.61714288344496;4.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector A;9;3;1313.0;3123.0;6101.0;3917.0;1256.0;2218.0;3613.5;3153.125;2920.0
CER 005;2023;37;2023-09-11;2216.0;158.28571428571428;273.0701314741264;6.0;1000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;9;3;2129.0;1313.0;3123.0;6101.0;1111.0;1721.0;3166.5;3116.375;2987.153846153846
CER 005;2023;38;2023-09-18;1904.0;238.0;322.2385983797011;4.0;1000.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;9;3;2216.0;2129.0;1313.0;3123.0;4982.0;2172.5;2195.25;3045.875;3072.153846153846
CER 005;2023;39;2023-09-25;1418.0;128.9090909090909;157.92432019512037;2.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;9;3;1904.0;2216.0;2129.0;1313.0;2136.0;2060.0;1890.5;2996.0;2835.3846153846152
CER 005;2023;40;2023-10-02;2343.0;234.3;356.1716346557279;8.0;1000.0;ELCONSI;Presencial;Sector B;10;4;1418.0;1904.0;2216.0;2129.0;3250.0;1661.0;1916.75;2765.125;2780.153846153846
CER 005;2023;41;2023-10-09;586.0;53.27272727272727;55.358993685020884;1.0;150.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;2343.0;1418.0;1904.0;2216.0;2423.0;1880.5;1970.25;2568.375;2710.3846153846152
CER 005;2023;42;2023-10-16;4842.0;284.8235294117647;326.2943907145275;2.0;1000.0;ELCONSI;Presencial;Sector B;10;4;586.0;2343.0;1418.0;1904.0;2780.0;1464.5;1562.75;1879.0;2569.076923076923
CER 005;2023;43;2023-10-23;365.0;52.142857142857146;24.808792604159326;15.0;100.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;4842.0;586.0;2343.0;1418.0;2303.0;2714.0;2297.25;2093.875;2727.6923076923076
CER 005;2023;44;2023-10-30;1280.0;182.85714285714286;217.69353731903985;30.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;10;4;365.0;4842.0;586.0;2343.0;3265.0;2603.5;2034.0;1975.375;2578.6153846153848
CER 005;2023;45;2023-11-06;2220.0;116.84210526315789;217.64274068550833;3.0;950.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;1280.0;365.0;4842.0;586.0;3917.0;822.5;1768.25;1869.25;2425.923076923077
