Semana_Inicio;Planchas_CER001;Costo_CER001;Planchas_CER005;Costo_CER005;Planchas_CER004;Costo_CER004;Planchas_CERE002;Costo_CERE002;Planchas_CEO001;Costo_CEO001;Planchas_CEO006;Costo_CEO006;Planchas_CER008;Costo_CER008;Planchas_Total;Costo_Total
2023-03-06;18.277;2375.09615;0.0;0.0;0.0;0.0;7.0;1411.4099999999999;0.0;0.0;60.443999999999996;7854.697799999999;0.0;0.0;85.721;11641.20395
2023-03-13;0.0;0.0;14.007;1820.2096499999998;0.0;0.0;24.045;4848.1933500000005;49.05;6374.047499999999;0.0;0.0;0.0;0.0;87.102;13042.450499999999
2023-03-20;36.75;4775.662499999999;31.913;4147.094349999999;0.0;0.0;4.2;846.846;51.849;6737.777549999999;0.0;0.0;0.0;0.0;124.71199999999999;16507.380399999995
2023-03-27;0.0;0.0;0.252;32.7474;28.7;5786.781;37.800000000000004;7621.6140000000005;0.0;0.0;0.0;0.0;0.0;0.0;66.75200000000001;13441.1424
2023-04-03;17.5;2274.125;44.926;5838.133699999999;6.104;1230.74952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.53;9343.00822
2023-04-10;26.6;3456.67;0.0;0.0;0.0;0.0;70.0;14114.1;50.81399999999999;6603.279299999998;50.004;6498.019799999999;6.686999999999999;1348.2998099999998;204.105;32020.368909999997
2023-04-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.409;6550.649549999999;50.427;6552.988649999999;1.908;384.71004;102.744;13488.348239999998
2023-04-24;0.861;111.88694999999998;44.765;5817.2117499999995;11.515;2321.7694500000002;0.35000000000000003;70.57050000000001;0.0;0.0;0.0;0.0;28.548;5756.133239999999;86.039;14077.57189
2023-05-01;88.529;11504.343549999998;0.0;0.0;0.0;0.0;2.8000000000000003;564.5640000000001;0.0;0.0;0.0;0.0;0.0;0.0;91.329;12068.907549999998
2023-05-08;0.0;0.0;45.066;5856.3267;0.0;0.0;27.461000000000002;5536.96143;0.0;0.0;0.0;0.0;34.623;6981.035489999999;107.15;18374.32362
2023-05-15;45.353;5893.62235;0.0;0.0;26.789;5401.46607;0.0;0.0;0.0;0.0;102.14999999999999;13274.392499999998;0.0;0.0;174.29199999999997;24569.480919999998
2023-05-22;0.0;0.0;45.094;5859.9653;0.0;0.0;19.425;3916.66275;0.0;0.0;0.0;0.0;0.0;0.0;64.519;9776.62805
2023-05-29;45.15;5867.242499999999;0.0;0.0;0.0;0.0;8.771;1768.49673;102.357;13301.29215;0.0;0.0;0.0;0.0;156.278;20937.03138
2023-06-05;0.0;0.0;0.0;0.0;0.0;0.0;38.15;7692.184499999999;62.099999999999994;8069.894999999999;0.0;0.0;0.0;0.0;100.25;15762.079499999998
2023-06-12;44.03;5721.6984999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;101.72699999999999;13219.423649999997;0.0;0.0;145.757;18941.122149999996
2023-06-19;0.0;0.0;45.465;5908.17675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.465;5908.17675
2023-06-26;0.0;0.0;0.0;0.0;31.997;6451.55511;6.7620000000000005;1363.42206;0.0;0.0;0.0;0.0;0.0;0.0;38.759;7814.97717
2023-07-03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-07-10;0.0;0.0;0.0;0.0;8.309000000000001;1675.3436700000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.309000000000001;1675.3436700000002
2023-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-07-24;0.0;0.0;45.374;5896.351299999999;0.0;0.0;0.0;0.0;0.0;0.0;0.45899999999999996;59.64704999999999;0.0;0.0;45.833000000000006;5955.998349999999
2023-07-31;0.0;0.0;0.0;0.0;0.0;0.0;24.542;4948.40346;0.0;0.0;0.22499999999999998;29.238749999999996;0.0;0.0;24.767000000000003;4977.642210000001
2023-08-07;21.7;2819.9149999999995;0.0;0.0;0.0;0.0;22.729;4582.8482699999995;0.0;0.0;0.0;0.0;0.0;0.0;44.429;7402.7632699999995
2023-08-14;28.014;3640.4192999999996;0.0;0.0;0.0;0.0;14.0;2822.8199999999997;0.0;0.0;0.0;0.0;13.59;2740.1517;55.604;9203.391
2023-08-21;9.436;1226.2081999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.436;1226.2081999999998
2023-08-28;29.414;3822.3493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.414;3822.3493
2023-09-04;0.007;0.90965;7.0;909.6499999999999;0.0;0.0;0.0;0.0;50.76;6596.261999999999;51.156;6647.722199999999;0.0;0.0;108.923;14154.543849999998
2023-09-11;53.977000000000004;7014.3111499999995;37.163000000000004;4829.3318500000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.14000000000001;11843.643
2023-09-18;22.05;2865.3975;0.0;0.0;5.509;1110.7796700000001;0.0;0.0;0.0;0.0;0.0;0.0;17.487;3525.90381;45.046;7502.08098
2023-09-25;68.089;8848.16555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.089;8848.16555
2023-10-02;36.134;4695.6133;0.0;0.0;0.007;1.41141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.141;4697.02471
2023-10-09;0.0;0.0;0.0;0.0;16.807;3388.7954099999997;0.0;0.0;50.687999999999995;6586.905599999999;0.0;0.0;0.0;0.0;67.49499999999999;9975.701009999999
2023-10-16;0.0;0.0;7.0;909.6499999999999;0.0;0.0;0.0;0.0;0.0;0.0;51.083999999999996;6638.365799999999;0.0;0.0;58.083999999999996;7548.015799999998
2023-10-23;45.29;5885.4355;38.206;4964.8697;0.0;0.0;0.0;0.0;9.0;1169.55;9.0;1169.55;0.0;0.0;101.49600000000001;13189.405199999997
2023-10-30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.653999999999996;3983.4872999999993;0.0;0.0;30.653999999999996;3983.4872999999993
2023-11-06;45.262;5881.796899999999;0.0;0.0;3.5;705.7049999999999;0.0;0.0;0.0;0.0;0.0;0.0;34.154999999999994;6886.672649999999;82.917;13474.174549999998
2023-11-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.499999999999998;1754.3249999999996;0.0;0.0;0.0;0.0;13.499999999999998;1754.3249999999996
